"X","twitter_handle","example","user_id","party","label"
916,"BchleS","Landtagsabgeordnete des Wahlkreises 27 (Groß-Gerau) in Hessen.",272861860,"CDU","6 keine Kategorie"
1652,"TakisMehmetAli","Deutsch-Grieche, Bundestagsabgeordneter (SPD) im WK Lörrach-Müllheim. Für dich im Ausschuss für Arbeit und Soziales. Teilhabepolitischer Sprecher 🏳️‍🌈",1213536612068250112,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1757,"SebEhlers","PGF der CDU-Landtagsfraktion in M-V, Stadtpräsident der schönsten Landeshauptstadt der Welt, Familienmensch, HSV-Fan und vieles mehr.😀",1372057736850319872,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
596,"Andreas_Schalk","Bezirksvorsitzender @JUMittelfranken.",707685125,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
2033,"ARieckhof","Staatsrat für Wirtschaft in Hamburg, aber hier ausschließlich privat unterwegs",1382682522399219968,"SPD","6 keine Kategorie"
1771,"GrimmBenne","Ministerin für Arbeit, Soziales, Gesundheit und Gleichstellung des Landes Sachsen-Anhalt, twittert hier privat",2822730286,"SPD","6 keine Kategorie"
1121,"Juergen_Renner","Aufklärung, es geht immer um Aufklärung.🏳️‍🌈 🇪🇺 Saarländer. Sozi.",1187330798,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
620,"GuttenbergerMdL","Petra Guttenberger MdL, Ihre Landtagsabgeordnete der CSU, Stellv. Vors. Ausschuss Verfassung Recht Mitglied d. Ältestenrat, stellv. Vors. Frauenunion,",66718092,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
718,"schluesselburg","@schluesselburg@berlin.social MdA @dielinkeberlin, (Berlin House of Representatives), Justizpolitiker, Finanzpolitiker, Direktmandat in #Lichtenberg 2, Team=/TS",38167665,"DIE LINKE","0 Linke: ökonomisch links + libertär"
1232,"KnieseTosca","#Unternehmerin #Politikerin (Mitglied des 7. Thüringer Landtags, BfTh) #liberal & #bürgerlich #Westfälin & #Thüringerin #privater Twitter-Account",921355767688593408,"AfD","4 FDP: ökonomisch rechts + libertär/autoritär"
239,"gabischoff","MdEP @Europarl_DE, Vizepräsidentin der S&D-Fraktion @TheProgressives🌹 @spdberlin Vizepräsidentin @EuropaUnionDE 🇪🇺🚲 Europäerin, Feministin, Gewerkschafterin",3521939262,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1228,"JanineMerz","Sozialdemokratin, Kommunalpolitikerin und Mitglied des Thüringer Landtages. Zuhause in der #Prachtregion.",1333753509213298688,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
2028,"SchuetzKatrin","Aufsichtsrätin, Staatssekretärin a.D, 2006-2016 MdL, @Frauenimfokus Initiatorin",1052513361030598656,"CDU","6 keine Kategorie"
1985,"fdpfraktionlsa","Landtagsfraktion der Freien Demokraten in Sachsen-Anhalt - Den Mensch in den Mittelpunkt stellen, das Land voranbringen",1210221262372229888,"FDP","4 FDP: ökonomisch rechts + libertär/autoritär"
1162,"MartinDulig","Ostbeauftragter der Bundes-SPD, stellv. Ministerpräsident des Freistaates Sachsen, Minister für Wirtschaft, Arbeit und Verkehr",50295629,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1116,"Alex_Schweitzer","Sozialdemokrat. Pfälzer. Minister für #Arbeit #Soziales #Transformation und #Digitalisierung. Für die #Südpfalz im Landtag #RLP. 1.FC Kaiserslautern und 🌱",17939937,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1972,"SH_CDU","❤️ Wir sind die Schleswig-Holstein-Partei. 💪🏼 #kurSHslten für unser Land.",620307102,"CDU","6 keine Kategorie"
203,"BB_PRONRW","Neuigkeiten und Kurznachrichten von PRO NRW",1627610538,"Bürgerbewegung pro NRW","6 keine Kategorie"
251,"MarkusFerber","Europaabgeordneter; Sprecher der EVP-Fraktion im Ausschuss für Wirtschaft und Währung; Vorsitzender der Hanns-Seidel-Stiftung",1929513512,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
1111,"MartinHaller","Landtagsabgeordneter in RLP, Parlamentarischer Geschäftsführer der SPD-Landtagsfraktion, Christ, dem 1.FC Kaiserslautern verfallen, Trompeter, 100% Pfälzer!",25296879,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1057,"svenwolf","Landtagsabgeordneter seit 2010. #Remscheid und #Radevormwald. #LtNRW #NRW #NRWSPD #Spd-Fraktion-nrw",79136768,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1028,"GordanDudas","Mitglied des Landtags NRW - NRWSPD-Fraktion",108067720,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
952,"MareikeWulf","Mitglied des Deutschen Bundestages * Abgeordnete für Hameln-Pyrmont – Holzminden * Christdemokratin * FU Landesvorsitzende Niedersachen",1037791106518210048,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
291,"b_riexinger","Mitglied des Bundestages für den Wahlkreis Stuttgart. 2012 bis 2021 Parteivorsitzender DIE LINKE. Gewerkschafter. Für einen LINKEN Green New Deal.",829012308,"DIE LINKE","0 Linke: ökonomisch links + libertär"
1519,"der_neukoellner","🚩 MdA | Mitglied des Abgeordnetenhauses von Berlin 🔥 Sprecher Klima-, Flucht- & Antifaschistische Politik",779003265938984960,"DIE LINKE","0 Linke: ökonomisch links + libertär"
910,"Heinz_Lotz","Familienmensch, Schornsteinfeger, Sozialdemokrat, Landtagsabgeordneter.",825386093,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
909,"ChristophDegen","Förderschullehrer I MdL & Sprecher f. Bildung I Generalsekretär @hessenspd I Kreistag MKK I Musikliebhaber I Läufer I Kuchenbäcker",1196090882,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1903,"fw_rlp","Landesvereinigung FREIE WÄHLER Rheinland-Pfalz",792169223,"Freie Wähler","6 keine Kategorie"
1523,"DValgolio","Arbeitnehmer-Anwalt / MdA @dielinkeberlin, direkt gewählt in #Friedrichshain-West, Sprecher für Arbeit und Wirtschaft",1371218593213760000,"DIE LINKE","0 Linke: ökonomisch links + libertär"
522,"Martin_Hahn_MdL","Landtagsabgeordneter (Bündnis 90/ Die Grünen) für den Bodenseekreis",3257970789,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
879,"KBolldorf","MdL, Vorsitzender des Europaausschusses im HLT, Vorsitzender der AfD-Fraktion Marburg-Biedenkopf, Bürgermeister a.D.",1180887160658022400,"AfD","5 AfD: ökonomisch rechts + autoritär"
1565,"c_lindner","Bundesminister der Finanzen. Bundesvorsitzender der Freien Demokraten. Es twittern er selbst (CL) und sein Team (TL).",122102353,"FDP","4 FDP: ökonomisch rechts + libertär/autoritär"
1575,"MatthiasHoehn","🚩🇪🇺🏳️‍🌈 | Früher viele Jahre Politik (für @dielinke u.a. als BGF, im Bundestag & im Landtag) - heute Tagungsmanagement, Immobilien & Hotellerie und so",15686106,"DIE LINKE","0 Linke: ökonomisch links + libertär"
838,"s_boeddinghaus","LinksFraktion Hamburgische Bürgerschaft: Ko-Vorsitzende/Fachsprecherin für Schule-Bildung-Jugend-Familie",3382066053,"DIE LINKE","0 Linke: ökonomisch links + libertär"
1590,"katarinabarley","Feministin, Sozialdemokratin, Europa, Bundesministerin a.D., MdEP, Vizepräsidentin @europarl_de, Impressum: https://t.co/SB9oxMC1FL",2097559123,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
787,"miriamstrunge","LINKEN Abgeordnete in der Bremischen Bürgerschaft. Aktiv in der Bildungs-, Kultur- &Hochschulpolitik.",3082251337,"DIE LINKE","0 Linke: ökonomisch links + libertär"
761,"BuettnerAndreas","Mitglied des Landtags Brandenburg #linke_ltbb Sprecher für Soziales, Verbraucherschutz, Verkehr und Religion #Zionist 🇮🇱 עם ישראל חי FCKBDS",867832583,"DIE LINKE","0 Linke: ökonomisch links + libertär"
735,"DieDannenberg","Mensch. Abgeordnete @linke_ltbb.",1085922200279049984,"DIE LINKE","0 Linke: ökonomisch links + libertär"
133,"RyglewskiS","SPD-Bundestagsabgeordnete für den Wahlkreis 52 - Bremen I, Staatsministerin beim Bundeskanzler, hier privat unterwegs",2858227178,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
591,"BertholdRueth","Mitglied des Bay. Landtags, Vorsitzender des Landessportbeirates, sportpolitischer Sprecher und Beisitzer im Vorstand der CSU-Landtagsfraktion",1076223112,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
370,"Otto_Fricke","Freiheitsfreund, MdB, Haushälter, Rechtsanwalt, Mitglied Bundesvorstand FDP sowie immer wieder etwas über die Niederlande",18022683,"FDP","4 FDP: ökonomisch rechts + libertär/autoritär"
1638,"Tierschutzparte","Damit die Zukunft eine Chance hat: Partei ergreifen für Mensch, Umwelt und Tiere! #MitgefühlWählen und den Stimmlosen eine Stimme geben!",1620269597,"Tierschutzpartei","6 keine Kategorie"
1621,"deukonservative","Offizieller Twitter Kanal der Partei Deutsche Konservative (Bundesverband)",216276382,"Dt. Konservative","3 CDU/CSU: ökonomisch neutral + autoritär"
656,"die_gennburg","Interessiert an dem, was sich zwischen dem Erbauen und dem Abreißen von Häusern und Städten ereignet. Abgeordnete, 18. & 19.Wahlperiode in #berlin für #dielinke",716987626938059008,"DIE LINKE","0 Linke: ökonomisch links + libertär"
1722,"KWansner","Mitglied des Abgeordnetenhauses von Berlin (CDU) für den Bezirk Friedrichshain-Kreuzberg",1322660501801019904,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
1797,"SvenjaSchulze68","Münsteranerin, Sozialdemokratin, MdB und Bundesministerin für wirtschaftliche Zusammenarbeit und Entwicklung. Das ist mein persönliches Twitter-Profil.",757979230222368000,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1280,"cjcronenberg","Sauerländer. Bundestagsabgeordneter. Freier Demokrat. Familienvater.",1325126973631259904,"FDP","4 FDP: ökonomisch rechts + libertär/autoritär"
611,"MatthiasND","MdL, Politikwissenschaftler, Kreisrat, Stadtrat, Aktiv in JU und CSU, Stadtführer in Neuburg",216683999,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
1979,"Soziales_ST","Aktuelles aus dem Ministerium für #Arbeit, #Soziales, #Gesundheit und #Gleichstellung #SachsenAnhalt / https://t.co/2IqQZCQicH @SachsenAnhalt",1069573062155960064,,"6 keine Kategorie"
253,"BirgitSippelMEP","🇪🇺 Mitglied des @europarl_EN 🗣️ Sprecherin der @theprogressives im Ausschuss für bürgerliche Freiheiten, Justiz & Inneres 📍Soest, NRW",1580316802,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
212,"bela_bach","Sozialdemokratin - ehemalige Bundestagsabgeordnete – Bergsteigerin - Feministin – Juristin",1150879752,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
576,"IlseAigner","MdL, Präsidentin des Bayerischen Landtags und CSU-Bezirksvorsitzende Oberbayern",2060082215,"CSU","4 FDP: ökonomisch rechts + libertär/autoritär"
1066,"brockes","Mitglied des Landtags Nordrhein-Westfalen | Liberale Politik für den Niederrhein | Sprecher für Wirtschaft, Energie, Klima, Umwelt und Landwirtschaft",30038263,"FDP","4 FDP: ökonomisch rechts + libertär/autoritär"
1827,"SawsanChebli","Sozialdemokratin, Feministin, Mutter. Will die Welt gerechter machen. Positive Energie und gute Ideen sind willkommen, Hass& Drohungen werden angezeigt",806177097265901568,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
698,"MichaelEfler","Klimaschützer, Direktdemokrat, Antifaschist. Arbeitet bei @bbk_2010, Born at 325,06 ppm. Metal-Fan. Birder. #StandwithUkraine",377293152,"DIE LINKE","0 Linke: ökonomisch links + libertär"
1911,"UmweltRLP","Ministerium für Klimaschutz, Umwelt, Energie und Mobilität / Umwelt-Informationen aus RLP / https://t.co/xDjNMfsqcN / https://t.co/MwK7GtfIux",753162008862125952,,"6 keine Kategorie"
256,"delarabur","SPD-Europaabgeordnete, umwelt-&klimapolitische Sprecherin @spdeuropa, #GreenDeal wie ne 🍉: grüne + öko Schale, roter + gerechter Kern! 🙃",1133570230,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
792,"NelsonJanssen","Fraktionsvorsitzender der Linken in der Bremischen Bürgerschaft, Bremerhaven, Gesundheitspolitik, Innenpolitik",1851593689,"DIE LINKE","0 Linke: ökonomisch links + libertär"
126,"DerLenzMdB","Mitglied des Deutschen Bundestags, CSU, Wahlkreis 213 Erding-Ebersberg, Energie; Wirtschaft; Nachhaltigkeit und alles andere..",3635730797,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
568,"RuthMuellerSPD","Stellvertretende Fraktionsvorsitzende der @BayernSPD_Lndtg | Agrar- und frauenpolitische Sprecherin Generalsekretärin der @BayernSPD",779370782829895936,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
302,"MartinaRenner","| Mitglied des Bundestages @dielinke | Innenpolitische Sprecherin | Autorin | prima di tutto antifascista",68920005,"DIE LINKE","0 Linke: ökonomisch links + libertär"
1103,"SvenLefkowitz","Einrichtungsleiter, Ex-MdL, Fraktionsvorsitzender im Stadtrat und stellv. Vorsitzender im Kreistag #spd #neuwied #rheinlandpfalz OVV #vdk Hier privat unterwegs",181579731,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1895,"fdprlp","Liberale Tweets für Rheinland-Pfalz. Impressum: https://t.co/WrkfkuDUxI…. Datenschutzerklärung: https://t.co/25RR1nMXFB….",199281559,"FDP","4 FDP: ökonomisch rechts + libertär/autoritär"
1010,"PatriciaPeill","Ich bin NRW-Landtagsabgeordnete aus und für den Wahlkreis 11/Düren I (Nordkreis Düren Jülich) Impressum: https://t.co/yfMBDrB5YH",765520998287367936,"CDU","6 keine Kategorie"
1902,"FREIEWAEHLERRLP","ZUKUNFT für Rheinland-Pfalz ist wählbar: FREIE WÄHLER treten an zur Landtagswahl 2011",220933825,"Freie Wähler","6 keine Kategorie"
1622,"sozialliberale","Wir streiten für mutige, faire, nachhaltige und fortschrittliche Politik. Deutschlands sozialliberale Partei. 🗽⚖️🌿🚀 Impressum: https://t.co/q7zMc8FMmj",86928808,"Liberale Demokraten","4 FDP: ökonomisch rechts + libertär/autoritär"
956,"ImkeByl","Für den Erhalt unserer Lebensgrundlagen und eine geschlechtergerechte Welt 🌱 #Klimaschutz #Feminismus",721387731529569024,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
352,"josephineortleb","Saarbrückerin, Gewerkschafterin, Sozialdemokratin, Bundestagsabgeordnete, Parlamentarische Geschäftsführerin, German MP",21618829,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1669,"HenningRehbaum","Münsterländer 🙋‍♂️ | MdB | #CDUCSU-FraktionBundestag | #KreisWAF | #mobilitaet #klimaschutz| #wirtschaft |#OEPNV | Tubist | #NoAfD",1338567611781623808,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
325,"franksteffel","Präsident der @fuechseberlin @fuechseberlinev",26869088,"CDU","6 keine Kategorie"
197,"michel_brandt_","#DIELINKE #Karlsruhe (MdB 2017-21) Konsequent für eine soziale und solidarische Gesellschaft. #Menschenrechte #Seenotrettung #Antifa",1523229536,"DIE LINKE","0 Linke: ökonomisch links + libertär"
877,"hschmidt","MdHB für den Wahlkreis Hamburg-Mitte #hhbue | Sprecher für Wirtschaft, Medien- & Netzpolitik | #NurderHSV | Sozialdemokrat | Unternehmer",2629261,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
172,"fritzfelgentreu","Mitglied des 18. und des 19. Deutschen Bundestages. @Reichsbanner Schwarz-Rot-Gold, @Volksbund deutsche Kriegsgräberfürsorge, @spdneukoelln. Discite Donatum!",2805272855,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
2022,"TobiasDuenow","Begeistert für Wissenschaft, Forschung und Kultur (vor allem in Brandenburg). Privat und Sozialdemokrat.",726076818839707648,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
632,"HaraldWolf20","Mitglied des Parteivorstandes DIE LINKE, Bundesschatzmeister",1052192516331970048,"DIE LINKE","0 Linke: ökonomisch links + libertär"
222,"sabineverheyen","Mitglied des Europäischen Parlament Vorsitzende Im Ausschuss für Kultur und Bildung Christlich Demokratische Union Deutschlands / CDU",2606222267,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
1339,"pfernis","Liberaler im Kopf und im Herzen. Fraktionsvorsitzender der Freien Demokraten im Landtag Rheinland-Pfalz. Twittere hier meine persönliche Meinung.",273936503,"FDP","4 FDP: ökonomisch rechts + libertär/autoritär"
551,"FloSiekmann","Jüngster MdL Bayern & Fraktionsvize 🌻 | stv. Vorsitzender Untersuchungsausschuss Maske | member @Greens_CoR | kämpft für 🇪🇺 🏳️‍🌈 | Chemiker",995699028127586048,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
260,"HeikeHaensel","Member of German Parliament 2005-2021, Peace Activist, Achtung: blockiere Beleidigungen&Unterstellungen",332262732,"DIE LINKE","6 keine Kategorie"
2001,"IntegrationBund","Daten, #Fakten, Informationen: Tweets vom Team Staatsministerin der Bundesregierung für #Migration, #Flüchtlinge #Integration und #Antirassismus @ReemAlabali",1118827763527229952,,"6 keine Kategorie"
1828,"Mac_Frank","Alter Verwalter und smarter Stadtgestalter. Mein Ding: Menschen - Prozesse - Strukturen. #Sozi #UTB #GemischteStadt",20768582,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1730,"junomaerz","antifacist & intersectional feminist // cities for all 🌿 // re-elected MPP in Berlin // previously @germanyincanada // tweets deutsch + english // 030 ✊",2286683223,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
226,"HelmutScholzMEP","MdEP @Left_EU aus Brandenburg. Sprecher für Handel, EU-Verträge & EP-Reform. Mitglied in den EP-Delegationen USA, #China, #EuroNest, Belarus & Moldau.",2229051215,"DIE LINKE","0 Linke: ökonomisch links + libertär"
502,"petertauber","Historiker, Autor, Reserveoffizier, Parlamentarischer Staatssekretär a.D., Waidmann, Christdemokrat, das Bild ist von @toko. 🌲🌲🌲🌲",22260122,"CDU","3 CDU/CSU: ökonomisch neutral + autoritär"
585,"GiselaSengl","MdL, Stv. Fraktionsvorsitzende, Sprecherin für Agrarpolitik der bayerischen Landtagsgrünen - und Biobäuerin, https://t.co/V2opRG8Cmv",1879216975,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
1221,"Thomasrother","MdL für Lübeck - Sozi, Donaldist, Katzenfreund, Hundeskeptiker",61276951,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
633,"HansJoachimBerg","Die Lage: Das Deutsche Volk führt einen Krieg gegen sich selbst. Wenn es siegt, ist es verloren. stv. Kreisvorsitzender AfD München Ost",1073175051251750016,"AfD","5 AfD: ökonomisch rechts + autoritär"
682,"Harald_Moritz","Verkehrspolitisch Interessierter aus Berlin. #allesaufgrün #Verkehrswende #Fußverkehr #A100 #BER #Radverkehr #TreKö",1527522012,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
1282,"spellerberg_m","Mitglied des Bundestages - Sicherheit • Feminismus • Abrüstung - WK Dresden II Bautzen II",905109355586101248,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
1898,"AfD_RLP","Der Landesverband der Alternative für Deutschland in Rheinland-Pfalz",2292221262,"AfD","5 AfD: ökonomisch rechts + autoritär"
1271,"ulle_schauws","Feministin 🚺 🏳️‍🌈 Grüne Bundestagsabgeordnete #Frauen #Queer #Lesben #Equalrights #Menschenrechte #Kultur #FeminismUnited - Film- u. Fernsehwissenschaftlerin",17363923,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
292,"stephankuehn","Bürgermeister in der @stadt_dresden, Geschäftsbereich Stadtentwicklung, Bau, Verkehr und Liegenschaften, grüner Bundestagsabgeordneter bis 10/2020",102100926,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
721,"PoschmannKatja","Politiker/in 🔴 Landtagsabgeordnete @spdfraktionbrandenburg 📌 Im Wahlkreis #Premnitz #Milowerland #Rathenow #Rhinow #Wusterhausen #Neustadt (Dosse)",972905969086992000,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1623,"SchickGerhard","Aktivist, Vorstand von @Finanzwende , Geschäftsführer von @fw_recherche, 🌈 , Ex-Politiker",2110372301,"Bündnis 90/Die Grünen","6 keine Kategorie"
132,"StefingerMdB","Münchner. Bayer. Bundestagsabgeordneter. Obmann der CDU/CSU-Fraktion im Ausschuss für wirtschaftliche Zusammenarbeit und Entwicklung",2866955729,"CSU","3 CDU/CSU: ökonomisch neutral + autoritär"
222,"danielakolbe","Stv. Vorsitzende des #DGB-Sachsen, stv. Vorsitzende der Friedrich-Ebert-Stiftung #FES, ehemalige SPD-MdB, #Leipzig, privat hier",516783036,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1158,"ClaudiaMaicher","MdL @SaxGruen | Direktmandat im #Leipzig|er Westen | Vorsitzende im Ausschuss für #Wissenschaft, #Hochschule, #Medien, #Kultur & Tourismus im Landtag Sachsen",236571835,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
207,"DiePARTEI","Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative https://t.co/LS2pNsxjLn",65607107,"DIE PARTEI","6 keine Kategorie"
2015,"Daniela_Behrens","Niedersächsische Ministerin für Inneres und Sport, Politikwissenschaftlerin, Sozi, Feministin, hier privat, twittert selbst",29225666,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
202,"ChristlichMitte","Wählerin der Christliche Mitte - Für ein Deutschland nach GOTTES Geboten http://t.co/6Xs5ID8yl3",1663657052,"Christliche Mitte","3 CDU/CSU: ökonomisch neutral + autoritär"
882,"ArnoEnnersAfD","Seit dem 18.01.2019 Mitglied des hessischen Landtages für die AFD",1018282307928199936,"AfD","5 AfD: ökonomisch rechts + autoritär"
929,"Dahlemann","Chef der Staatskanzlei M-V, MdL, Kommunalpolitiker und Sozi",110393601,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1617,"buendnis21","Bündnis21 e.V.",1383921529312979968,"buendnis21","6 keine Kategorie"
380,"svenlehmann","🏛 Mitglied des Bundestages 🌻🗳 Köln-Südwest 🏳️‍🌈 Queer-Beauftragter der Bundesregierung 👩‍👩‍👧‍👦 Parl. Staatssekretär @bmfsfj Privat-Profil. er/he",16706236,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
225,"MargareteBause","ehemalige Bundestagsabgeordnete, Grüne, Menschenrechte, stv. Vorsitzende Transparency International Deutschland",280623822,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
1022,"Loose_AfD","Mitglied des Landtags NRW Sprecher für Wirtschaft und Energie der AfD Fraktion Dipl.-Kfm. https://t.co/gk7rdXDKE3 https://t.co/JvnRvcPIdR",2688079902,"AfD","5 AfD: ökonomisch rechts + autoritär"
792,"a_grotheer","Bremerin, Präsidentin der Bremischen Bürgerschaft, Juristin, Sozialdemokratin, ‘auf Zack‘, hier mit meiner persönlichen Meinung. Frauchen von @pupperpoppy",2222055261,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
1623,"pdf_bund","Fortschritt für alle. Durch Ideen. Die Partei des Fortschritts. https://t.co/dcc7eHry7O https://t.co/02XBxE8NbX",1236311969952681984,"PdF","6 keine Kategorie"
1967,"melund_sh","Politik, Polemik und ein hauch privates🐨 1,5° Ultra🌻🌍 #fckafd",888027851228829056,,"1 Grüne: ökonomisch neutral + libertär"
1622,"partei_dkp","Offizieller Twitter-Account des Parteivorstandes der Deutschen Kommunistischen Partei (DKP), Hoffnungstraße 18, 25127 Essen, E-Mail: twitter@dkp.de",1258319128329349888,"Deutsche Kommunistische Partei DKP","0 Linke: ökonomisch links + libertär"
572,"NataschaKohnen","#Abgeordnete #BayerischerLandtag #Bücherwurm #liebtfrischeluft 🍃",2702631395,"SPD","6 keine Kategorie"
1525,"klauslederer","Weltbürger, Linker, Mitglied des Abgeordnetenhauses von Berlin, hier privat",919760365,"DIE LINKE","0 Linke: ökonomisch links + libertär"
777,"HeikoStrohmann","🏛 MdBB | 🏙 Sprecher Stadtentwicklung | Für eine lebendige und grüne Innenstadt 🏡",923186112323112960,"CDU","6 keine Kategorie"
1303,"EiblMdl","Landtagsabgeordneter der Freien Wähler Fraktion",1062129715888029952,"Freie Wähler","4 FDP: ökonomisch rechts + libertär/autoritär"
728,"d_lutzow","AfD Kämpfer patriotisch sozial",802782988555079936,"AfD","5 AfD: ökonomisch rechts + autoritär"
1897,"RLP_AfD","Es zwitschert der Landesverband der AfD Rheinland-Pfalz + https://t.co/pbIuKuig0g… + https://t.co/NlBQE9VTc2… + https://t.co/7O1Dgd2JFf",3521387355,"AfD","5 AfD: ökonomisch rechts + autoritär"
2007,"bmel","Bundesministerium für #Ernährung und #Landwirtschaft. Bundesminister ist @cem_oezdemir Impressum: https://t.co/CT6uVMJsh1",322697372,,"6 keine Kategorie"
1772,"PraesidentLT_ST","Präsident des Landtages Sachsen-Anhalt, Präsident DNK @kulturerbe_DNK, STS Kultur a.D., Fan vom Ringheiligtum Pömmelte und #Kultur #wirdgemacht #gibtSinn",2373576763,"CDU","6 keine Kategorie"
825,"GngrYilmaz6","Hamburg Parteien in Deutschland Bundesregierung &-behörden Demokratie Migration Frauenrechte",962659367000801024,"SPD","1 Grüne: ökonomisch neutral + libertär"
1912,"Vielfalt_RLP","Ministerium für Familie, Frauen, Kultur und Integration in #RLP. Datenschutz & Netiquette: https://t.co/hHgqs11rcg…",1123775105883020032,,"6 keine Kategorie"
218,"Schuster_MdEP","Europaabgeordneter 🇪🇺 für Bremen und Bremerhaven (@spdde) | Dieser Account ist nicht mehr aktiv - Anfragen bitten per Mail: info✉https://t.co/nyCNZPF5lF",1152675761212070016,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
232,"FlorianPost","Stolzer Zwillings-Mädchen-Papa, Ehemann, Bundestagsabgeordneter (2013-2021), Focus-Kolumnist, Jäger, Skifahrer, Klartexter, vormalig SPD- jetzt CSU-Mitglied",721532130,"SPD","3 CDU/CSU: ökonomisch neutral + autoritär"
699,"AnjaKofbinger","Feministin & begeisterte Homosexuelle| Späti-Fan| Milieuschützerin |",313307285,"Bündnis 90/Die Grünen","1 Grüne: ökonomisch neutral + libertär"
275,"SBarrientosK","Künstlerin Kulturlobbyistin Publizistin | #kultur #antira #feminismus",176102376,"DIE LINKE","1 Grüne: ökonomisch neutral + libertär"
85,"NKleinwaechter","Stellvertretender Vorsitzender der AfD-Bundestagsfraktion im 20. Deutschen Bundestag. FB: https://t.co/APcCpLsHGw… IG: https://t.co/vkMUrOy2iw",865920519668989952,"AfD","5 AfD: ökonomisch rechts + autoritär"
1539,"MathiasSchulz","🏛 Abgeordneter für den #Wedding | Sprecher für Stadtentwicklung und Brandenburg @spdfraktionbln | Kennt das Ende der Fahnenstange. 🚩",96621861,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
377,"larscastellucci","Bundestagsabgeordneter, stv. Vorsitzender Innenausschuss, Sprecher für Migration und Integration, Beauftragter für Kirchen und Religionsgemeinschaften @spdbt",17269629,"SPD","2 SPD: ökonomisch neutral + libertär/autoritär"
268,"SabineLeidig","bewegungslinkelinke, kapitalismuskritische Verkehrswendepolitikerin für Klimagerechtigkeit und Überwindung imperialer Lebensweise",257261232,"DIE LINKE","0 Linke: ökonomisch links + libertär"
