,user,profile
433,anna_cavazzini,"MEP @GreensEFA | Chair @EP_SingleMarket | trade, fair globalisation, sustainable single market | VP of Brazil delegation | Mastodon anna_cavazzini@gruene.social"
434,d_boeselager,MEP & Co-founder of @volteuropa 💜 Future of Europe & EU Reform 🇪🇺 Migration & Asylum 🌍 AI & Data strategy🤖
435,HNeumannMEP,🇪🇺 Member of @europarl 🕊 #Security 💙#HumanRights #MiddleEast & #Feminism  💚 @Die_Gruenen & @GreensEFA 📍#MV I #Berlin 🦸🏻‍♀️ Mother of three 💜 #SHEcurity
436,AnnaDeparnay,"French-german-swiss MEP, ecologist, mother, forester, nature protecter #Biodiversity #NewMobility, loves movement and transformation. Born 332 ppm. @GreensEFA"
437,GuidoReil,Für ein Europa der Nationalstaaten. Guido Reil setzt sich für eine gute Zusammenarbeit der souveränen Nationen ein und für die Bewahrung ihrer Kultur. #AfD
438,Nicolaus_Fest,Mitglied des EU-Parlamentes | YouTube: https://t.co/I8rfEW86AG
439,Joerg_Meuthen,"Politiker, Deutsche Zentrumspartei, Mitglied des Europäischen Parlaments |  https://t.co/UsR0QyYiK9 | https://t.co/MtFrTpBkJg | https://t.co/zh7NCJUv9O.…"
440,gabischoff,"MdEP @Europarl_DE, Vizepräsidentin der S&D-Fraktion @TheProgressives🌹 @spdberlin Vizepräsidentin @EuropaUnionDE 🇪🇺🚲 Europäerin, Feministin, Gewerkschafterin"
441,martina_michels,"Sprecherin DIE LINKE. im Europäischen Parlament - Regionalausschuss, Ausschuss Kultur, Bildung, Medien - Delegationen EU-Israel + Euronest + Südkaukasus"
442,peter_jahr,Als CDU-Abgeordneter. Für Sachsen. In Europa. Hier twittern mein Brüsseler Team & ich.
443,markuspieperMEP,"Parlamentarischer Geschäftsführer der CDU/CSU Gruppe im Europäischen Parlament.
Abgeordneter für das Münsterland."
444,MHohlmeier,"Für Oberfranken und die @CSU im Europäischen Parlament. Chair of the Budgetary Control Committee (CONT), Member of the Committee on Budgets and of the CCC"
445,sabineverheyen,Mitglied des Europäischen Parlament Vorsitzende Im Ausschuss für Kultur und Bildung Christlich Demokratische Union Deutschlands / CDU
446,UdoBullmann,"Chair @EP_HumanRights, Coordinator @TheProgressives in @EP_Development, @SPDEuropa, Hesse, political sponsor #RaminPouramin"
447,HelmutScholzMEP,"MdEP @Left_EU aus Brandenburg. 
Sprecher für Handel, EU-Verträge & EP-Reform. 
Mitglied in den EP-Delegationen USA, #China, #EuroNest, Belarus & Moldau."
448,hildebentele,Mitglied des Europäischen Parlaments | #MEP | #Berlin | @eppgroup | @cduberlin | #DEVE #ENVI #ITRE | rapporteur EU strategy critical raw materials
449,ConstanzeKrehl,"View are my own, Not of my employer."
450,schulzeeuropa,"Minister für Wirtschaft, Tourismus, Landwirtschaft und Forsten des Landes Sachsen-Anhalt // Landesvorsitzender @cdulsa"
451,Dr_KlausBuchner,"Prof. Dr. Klaus Buchner, ehem. EU-Abgeordneter der ÖDP, ehem. Univ.-prof. TU München. Aktuell im politischen (Un)Ruhestand. Hier twittert Team Buchner (TB)"
452,MarkusFerber,Europaabgeordneter; Sprecher der EVP-Fraktion im Ausschuss für Wirtschaft und Währung; Vorsitzender der Hanns-Seidel-Stiftung
453,henrikehahn,Member @Europarl_de @GreensEFA for @Gruene_Bayern 🏭🌱Fighting for #GreenIndustry #ChipsAct #CRMA #RawMaterial #GreenEconomy #GreenNewDeal Working on🇺🇸🇨🇳
454,BirgitSippelMEP,"🇪🇺 Mitglied des @europarl_EN 🗣️ Sprecherin der @theprogressives im Ausschuss für bürgerliche Freiheiten, Justiz & Inneres 📍Soest, NRW"
455,ErnstCornelia,Sächsische MdEP @dieLinkeEP Innenausschuss & Industrieausschuss. MEP @Left_EU Committee for Civil Liberties (LIBE) & Committee for Industry and Energy (ITRE).
456,KrahMax,"Maximilian Krah, Dr. iuris, MBA der Columbia Business School, Vater, Mitglied des Europäischen Parlaments und des Bundesvorstands der AfD."
457,delarabur,"SPD-Europaabgeordnete, umwelt-&klimapolitische Sprecherin @spdeuropa, #GreenDeal wie ne 🍉: grüne + öko Schale, roter + gerechter Kern! 🙃"
458,svenja_hahn,"🇪🇺 Abgeordnete @fdpineuropa • Vice President @aldeparty • Vorsitzende @fdp Fachausschuss Internationale Politik • Handel, Binnenmarkt, Digitales •"
459,k_langensiepen,Member of Europäischen Parlaments | MEP | Greens/EFA Stellv. Vorsitzende d. Sozialausschuss (EMPL) Mitglied im Aussen+Binnenausschuss (AFET+ IMCO) ♿️(she/her)
460,ANiebler,"MdEP für Oberbayern & München in der EVP, Vors. der CSU-Europagruppe & stv. CSU-Parteivorsitzende, ITRE & JURI ☞ Industriepolitik, Digitales, KI..."
461,schirdewan,"Ko-Parteivorsitzender @dielinke; MdEP, Ko-Fraktionsvorsitzender der Linken im Europäischen Parlament @LEFT_EU; 
MEP, co-chair THE LEFT"
462,MarionWalsmann,Waschechte Erfurter Puffbohne mit Herz für Heimat und Familie. Einzige Thüringer Abgeordnete im Europäischen Parlament. JURI+IMCO #Thüringen in #Europa
463,TerryReintke,Feminism. Social justice. Fundamental Rights. Co-President of @GreensEFA in the European Parliament (she/her). 🌈🇪🇺✨
464,SLagodinsky,MEP @GreensEFA 🇪🇺 Fighting for European Values&Fundamental/digital rights 🌐 Working on🇹🇷🇺🇸🇷🇺 🌻#Berlin #Brandenburg #HH 🐘 @SLagodinsky@gruene.social
465,JuttaPaulusRLP,"EU Parliament @GreensEFA #ScienceGoesPolitics, fighting for environment, climate biodiversity, energy transition JuttaPaulus@mastodon.online
Born at 322 ppm CO2"
466,OezlemADemirel,"Abgeordnete im #EU Parlament DIE #LINKE (The Left)
#Frieden✌#Soziales💯 #Gerechtigkeit ❤
Leben einzeln und frei wie ein Baum & geschwisterlich wie ein Wald..."
467,jcoetjen,Liberaler. #MEP für @RenewEurope und @fdp aus #Niedersachsen.
468,daniel_freund,Green Member of the European Parliament 🌻 fighting against corruption and for a European Federal Republic 🇪🇺
469,AxelVossMdEP,"🇪🇺🇩🇪MEP for the Rhineland @cdu. @eppgroup coordinator in @EP_Legal. Works on #AI, #Metaverse and #duediligence. Account managed by team."
470,nicosemsrott,Member of the European Parliament (MEP)
471,ErikMarquardt,Mitglied im Europaparlament | Parteirat @die_gruenen | Anfragen: erik.marquardt@europarl.europa.eu
472,nnienass,"Member of the European Parliament @GreensEFA. 
All things #space & Rural Areas 
🇪🇺🌻🚀
Chair of @EuropaUnion_EP"
473,michaelgahler,"Europa-Abgeordneter
(Mitglied der EVP-Fraktion im Europäischen Parlament)"
474,MartinHaeusling,"Biobauer 👨‍🌾, Mitglied des EU-Parlaments/ Member of the European Parliament🇪🇺, Sprecher für Agrarpolitik der Grünen/EFA, Mitglied im EU-Umweltausschuss🌻🐝🌍"
475,ChSchneider,𝕡𝕗𝕒𝕖𝕝𝕫𝕖𝕣𝕚𝕟 & 𝕖𝕦𝕣𝕠𝕡𝕒𝕖𝕖𝕣𝕚𝕟 | Mitglied des Europäischen Parlaments | @CDU_CSU_EP
476,DrStefanBerger,"MEP (CDU) | Ausschuss Wirtschaft & Währung | NRW | ➡️ Berichterstatter für Markets in Crypto-Assets (MiCA) | Digitalisierung, Finanzen, Wirtschaft"
477,peterliese,Dr. Peter Liese - Europaabgeordneter für Südwestfalen; Impressum: https://t.co/gOXDmFJjsx
478,EuropaJens,Nerd aus Essen. Vorsitzender der Europa-SPD @SPDEuropa; twittert über sozialdemokratische Politik und was sonst Europa und die Welt besser machen könnte!
479,Andreas_Schwab,Member #MEP @europeanparliament @eppgroup @cdu_csu_ep coordinator for @ep_singlemarket #digital #competition #EUswitzerland
480,ViolavonCramon,"Mutter v 4 Kindern, Außenpolitik #Kosovo #Wissenschaft #niedersachsen #thüringen #osteuropa #erweiterung #sport #antikorruption 💬Threema: 4VWH9BH6"
481,moritzkoerner,Abgeordneter @Europarl_DE • Generalsekretär der @fdp_nrw • Präsidium @fdp • Haushalt 💶 Rechtsstaat 🗽 Bürgerrechte 👮‍♂️
482,MartinSonneborn,"M.A.-Arbeit über die absolute Wirkungslosigkeit moderner Satire. Hält es für witzig, trotz seinerzeit schlüssiger Argumentation heute im EU-Parlament zu sitzen"
483,ManfredWeber,"Bayer & Europäer, EVP-Partei- und Fraktionsvorsitzender, @CSU-Vize - Bavarian & European, President @EPP & Chairman @EPPGroup"
484,micha_bloss,"🇪🇺 Member of European Parliament | @GreensEFA | 💯 Working on European Climate Action, Electricity Market Design & #FitFor55 | from Stuttgart"
485,svensimon,Member of the European Parliament
486,woelken,"Sozialdemokrat, Nordlicht, Technikfan, Europäer & Mitglied im Europäischen Parlament, @TheProgressives coordinator for Environment, Public Health & Food Safety"
487,Doleschal,🇪🇺 Mitglied des Europäischen Parlaments | MEP | Landesvorsitzender der @jubayern | @CSU | @eppgroup | #Dole4Europe #Oberpfalz
488,caspary,🇪🇺 Mitglied des Europäischen Parlaments ▫️ Vorsitzender der @CDU_CSU_EP im @EuroParl_DE ▫️ Stellvertretender Landesvorsitzender der @CDU_BW 🇩🇪 #wegenmorgen
489,berndlange,@SPDEuropa & @TheProgressives MEP @Europarl_DE NDS | Handelsausschuss (INTA) -Vorsitzender |Vorsitz CCC|Co-Vorsitz UK Contact Group EP Tweets:Bernd Lange & Team
490,RasmusAndresen,"fighting for a fair and climate neutral economy, a Green New Deal, 🏳️‍🌈, speaker of @Gruene_Europa, budget coordinator @greensefa, MEP, he/him"
491,SkaKeller,Member of @GreensEFA
492,b_riexinger,Mitglied des Bundestages für den Wahlkreis Stuttgart. 2012 bis 2021 Parteivorsitzender DIE LINKE. Gewerkschafter. Für einen LINKEN Green New Deal.
493,GoeringEckardt,Vizepräsidentin des Deutschen Bundestages | MdB @GrueneBundestag | aus #Thüringen | #Ökologie 🌻 #Gerechtigkeit 🌍 #Zusammenhalt 💚
494,PetraPauMaHe,"MdB #LINKE #Vizepräsidentin #Bundestag #MaHe, bis 2017 #NSU-PUA, für #Bürgerrechte & #Demokratie, #Religionspolitik, gegen #Rassismus #Antisemitismus #Nazis"
495,JTrittin,MdB Bündnis 90/Die Grünen & Wahlkreis Göttingen & Werder-Fan. Team twittert mit //TT
496,peteraltmaier,"Bürger, Deutscher & Europäer. Bundesminister a.D. Ehemaliges Mitglied des Deutschen Bundestages, CDU."
497,jensspahn,Mitglied des Deutschen Bundestags | Stv. Fraktionsvorsitzender @cducsubt | Präsidiumsmitglied @CDU | Westmünsterländer | Team Spahn (TS)
498,ThomasOppermann,"Hier twittert Thomas Oppermann,MdB, Vizepräsident des Deutschen Bundestages , SPD"
499,ernst_klaus,Vorsitzender des Ausschusses für Klimaschutz und Energie im @Bundestag. Mitglied der @Linksfraktion. Tweets von Klaus und Team.
500,andreasscheuer,Bundesminister a.D. · Mitglied des Deutschen Bundestags · Themen: 🚀Innovation 💻Digitalisierung 🛸Mobilität 🛰Tech 🌏Internationale Vernetzung 🇩🇪Politik
501,SWagenknecht,Mitglied des Deutschen Bundestages
502,juergenhardt,Außenpolitischer Sprecher der CDU/CSU-Fraktion im Deutschen Bundestag Hier twittern Jürgen Hardt (JH) und das Team Hardt (TH) RT≠Endorsement
503,petertauber,"Historiker, Autor, Reserveoffizier, Parlamentarischer Staatssekretär a.D., Waidmann, Christdemokrat, das Bild ist von @toko. 🌲🌲🌲🌲"
504,CarenLay,"Aktivistin • Politikerin (MdB, DIE #LINKE) • Feministin • Wk #Bautzen • #Mietenwahnsinnstoppen • #Clubsterbenstoppen • Youtube: https://t.co/CpmbrhmRAe"
505,bueti,MEP
506,FlorianPronold,"Florian Pronold, Rechtsanwalt, Parl. Staatssekretär a.D., ehem. Bundestagsabgeordneter (2002-2021)"
507,MartinSchulz,Glühender Sozialdemokrat und Europäer.
508,davidmcallister,Vorsitzender des Auswärtigen Ausschusses / Chair of the Foreign Affairs Committee | Mitglied des Europäischen Parlaments 🇪🇺
509,nouripour,"Chairman German Green Party @Die_Gruenen, für Frankfurt im Bundestag, für Frieden und @Eintracht international, آزادى"
510,DorisSenger_MdL,"Mitglied des Landtags.
Ich bin seit 2013 in der AfD und seit 10. Juli 2019 Mitglied im Landtag von Baden-Württemberg."
511,nicolasfink_mdl,"Mitglied des Landtags für den Wahlkreis Esslingen | Familienmensch, Roter (politisch), Dunkelroter (Fußball), Bassist, Turnschuhfreak 👨‍👩‍👧‍👧🔴⚽️🎸👟"
512,SabineKurtzMdL,"🌾 Staatssekretärin im Ministerium für Ernährung, Ländlichen Raum und Verbraucherschutz 🏡 Abgeordnete Wahlkreis Leonberg 📍 Mitglied @CDU_FraktionBW"
513,volkerschebesta,"Abgeordneter @Landtag_BW, @CDU_FraktionBW, Staatssekretär @KM_BW, Diözesanrat @bistumfreiburg, stv. LV @bibverband, @scfreiburg, #mountainbike, #inliner"
514,AntonBaronAfD,Offizieller Account von Anton Baron | Fraktionsvorsitzender | Mitglied der #AfD-Fraktion im Landtag von Baden-Württemberg (#LtBW)
515,DrChristinaBaum,"von 2016-2021 für die AfD im Landtag BW. Wahlkreis 23, Main-Tauber. Jetzt Bundestagsabgeordnete der AfD. Landesgruppe Baden-Württemberg"
516,CarolaWolle,"Für die #AfD im Landtag Baden-Württemberg, WK 20 - Neckarsulm, Mitglied & stellv. Vorsitzende im Ausschuß Wirtschaft, Arbeit & Wohnungsbau, Ausschuss Soziales"
517,RollandGabi,"Landtagsabgeordnete #Freiburg II /
Sprecherin für Umwelt und Hochschule bei @spdlandtagbw /
Stv. #SPD-Landesvorsitzende #spdbw"
518,DanielKarrais,"🗣Vorsitzender Ausschuss für Umwelt, Klima & Energiewirtschaft @landtag_bw |Digital- & Klimapolitischer Sprecher 💻🌍 der @fdpdvpfraktion |Wahlkreis Rottweil📍"
519,HPStauch,Ehemaliger AfD-Abgeordneter für den Wahlkreis Hechingen-Münsingen (WK 61) im Landtag von Baden-Württemberg (* vom MdL gepostet)
520,HagelManuel,"Fraktionsvorsitzender der @CDU_FraktionBW, Abgeordneter für den Alb-Donau-Kreis, Kommunalpolitiker und VfB-Fan"
521,reich_gutjahr,"FDP Kreisvorsitzende Stuttgart, bis 2021 MdL @fdpdvpfraktion. Sprecherin für #Wirtschaft #Wohnungsbau #Umwelt . Twitter selbst (RG)"
522,FabianGramling,🇩🇪 Bundestagsabgeordneter @cdu 🗂🦸 #Versorgungssicherheit 🔋 #Kreislauf ♻️ #Innovation 🚀 & Games 🎮 @vfb ⚪️🔴 Impressum 👇
523,udostein_mdl,Jagdpolitischer Sprecher der @AfDFraktionBW | Stv. Landessprecher
524,stefanfulstblei,"Landtagsabgeordneter für den Mannheimer Norden, Vorsitzender der SPD Mannheim und stellv. Vorsitzender der @spdlandtagbw"
525,Martin_Hahn_MdL,Landtagsabgeordneter (Bündnis 90/ Die Grünen) für den Bodenseekreis
526,USckerl,"Hundeliebhaber, Kurpfälzer, Parlamentarischer GF Grüne im Landtag BW"
527,nicolerazavi,Mitglied des Landtags von BW. Ministerin für Landesentwicklung und Wohnen. Ehrenvorsitzende CDU Kreisverband Göppingen. Präsidentin Turngau Staufen.
528,NeseErikli,"MdL im Wahlkreis #Konstanz. stv. Fraktionsvorsitzende 🏛 Vorsitzende im Ausschuss für Wissenschaft, Forschung & Kunst. https://t.co/FcAircF8bU"
529,allworldisgreen,Oberbürgermeister der Großen Kreisstadt Göppingen
530,SabineWoelfle,"Mitglied des Landtags von Baden-Württemberg (2011-2021). Landesvorsitzende des Arbeiter-Samariter-Bund BW & Präsidentin des OBV, Systemische Moderatorin"
531,salomon_alex,"Abgeordneter. Vorsitz Enquetekommission 'Krisenfeste Gesellschaft'.
Wissenschaft, Innovation und IT @FraktionGruenBW"
532,mannelucha,"Landtagsabgeordneter für den Wahlkreis Ravensburg 
Minister für Soziales und Integration
Hier twittert das Social-Media-Team von Manne Lucha MdL"
533,jochenhaussmann,"Landtagsabgeordneter der FDP/DVP-Fraktion im Landtag von Baden-Württemberg für den Wahlkreis #Schorndorf

Meine Themen: #Gesundheit #Pflege #Soziales"
534,trenker75,"News von und über Raimund Haser MdL, Umwelt- und Energiepolitischer Sprecher der @CDU_FraktionBW. Vizepräsident im BdV, #politik #umwelt #energie #verantwortung"
535,Muhterem_Aras,🏛️ Präsidentin @Landtag_BW 🌳 Grüne Abgeordnete für Stuttgart I 📇 Diplom-Ökonomin
536,saschabinder,"Generalsekretär SPD BW      Mitglied des Landtags von Baden-Württemberg, Wahlkreis Geislingen Parlamentarischer GF SPD Fraktion"
537,timmkern,Abgeordneter und stv. Fraktionsvorsitzender der FDP/DVP-Fraktion im Landtag BW | Wahlkreis Freudenstadt | Es posten Timm Kern selbst (TK) und sein Team.
538,siegfriedlorek,"Staatssekretär im Ministerium der Justiz und für Migration BW, CDU-Landtagsabgeordneter, Polizeioberrat a. D."
539,brigitte_loesch,Mitglied des Landtags von Baden-Württemberg
540,JoshaFrey,"Landtagsabgeordneter des Wahlkreises Lörrach, Europa- und Entwicklungspolitischer Sprecher der Grünen Landtagsfraktion Baden-Württemberg"
541,ErikSchweickert,"FDP-Landtagsabgeordneter WK Enz, Kreis- und Gemeinderat, Prof. für Internationale Weinwirtschaft; Hier twittern Erik Schweickert (ES) und Team Schweickert (TS)"
542,alindlohr,Landtagsabgeordnete Baden-Württemberg Wahlkreis Esslingen / Staatssekretärin Ministerium für Landesentwicklung und Wohnen / hier nur nach Feierabend
543,WinneHermann,seit 2011 Minister für Verkehr Baden-Württemberg. Hier twittert die Pressestelle des VM. Impressum: https://t.co/hTm7RWhry8 Datenschutz: https://t.co/VHAoMJ7bHY
544,ruelke,"#Fraktionsvorsitzender der FDP/DVP im Landtag #BW
MdL Wahlkreis #Pforzheim"
545,reinholdgall,SPD-Landtagsabgeordneter für den Wahlkreis Neckarsulm. Parlamentarischer Geschäftsführer @spdlandtagbw. Innenminister des Landes Baden-Württemberg a. D.
546,IngoHahnAfD,"Mitglied des bayerischen Landtags, Mitglied im Umweltausschuss & Wissenschaftsausschuss"
547,GabrieleTriebel,Grüne Abgeordnete | Sprecherin für Bildung | Religion | Erinnerungskultur | https://t.co/oF6gHyVD8e | leidenschaftliche Sportlerin | Draußenmensch
548,AndyWinhart,MdL @AFD_Bayern_LT 🇩🇪 | Gute Politik macht man nicht mit Links! |  Spitzenkandidat #AfD Oberbayern | Direktkandidat RO-Ost #ltwby23 | @afd_bayern
549,gerlach_judith,"MdL, Bayerische Staatsministerin für Digitales"
550,dr_afd,"Listenplatz 2 zur Landtagswahl 2018 für Mittelfranken, 
Stimmkreis 511 Nürnberger Land 
  
Listenplatz 6 zur Bezirkstagswahl 2018 für Mittelfranken"
551,KoehlerClaudia7,Landtagsabgeordnete Bündnis90/Die Grünen Bayern Haushaltspolitische Sprecherin Kreisrätin Landkreis München Gemeinderätin Unterhaching LK Rosenheim u. Eichstätt
552,FloSiekmann,Jüngster MdL Bayern & Fraktionsvize 🌻 | stv. Vorsitzender Untersuchungsausschuss Maske | member @Greens_CoR | kämpft für 🇪🇺 🏳️‍🌈 | Chemiker
553,Doris_Rauscher,"Vorsitzende des Sozialausschusses im Bayerischen Landtag, Sozial- und familienpolitische Sprecherin der SPD Fraktion, Vorsitzende SPD & VdK Landkreis Ebersberg"
554,HiersemannAlexa,"Mitglied des Bayerischen Landtags, im Ausschuss für Eingaben und Beschwerden - Sozialdemokratin mit unverbesserlichem Glauben an das Gute😀"
555,GerdMannesAfD,"MdL @Landtag_Bayern, Stv. Vorsitzender @AfD_Bayern_LT, Landesvorstand @AfD_Bayern | Freiheit, Heimat, Zukunft | Auch bei @telegram: https://t.co/lryHRzjTUc 💙"
556,TobiasReissMdL,"MdL, Parlamentarischer Geschäftsführer der CSU Fraktion im Landtag #Oberpfälzer #CSU"
557,ursula_sowa,"Mitglied des Bayerischen Landtags @Landtag_Bayern 
Sprecherin für Baupolitik der Fraktion Bündnis 90/Die Grünen @GrueneLandtagBY,
Stadträtin in #Bamberg"
558,BarbaraRegitz,Direkt gewählte Abgeordnete #nürnberg #nord #LTWBY2018 CSU
559,fw_hold,"konsequent in Sachen Rechtsstaatlichkeit, Menschlichkeit und Sorgen von Mitbürgern. Eher nicht bei Hund, Hausaufgaben und Schokolade."
560,andkrahl,Boarisch is mei Lebensgfui
561,HorstArnold_SPD,"Landtagsabgeordneter der Bayern SPD, Ausschuss für Verfassung, Recht, Parlamentsfragen, Sozialdemokrat, Fürther, Mensch."
562,brannekamper,Mitglied des Bayerischen Landtags
563,CHierneis,Umweltretter bei BUND Naturschutz und Bündnis 90/Die Grünen
564,BeateMerk1,"Mitglied des Bayerischen Landtags, Staatsministerin a.D. , Rechtsanwältin"
565,_MartinHagen,"🗽 FDP, Landesvorsitzender und Mitglied des Bundesvorstands 
🏛 Landtag, Fraktionsvorsitzender"
566,Johannes_Becher,"Mitglied des Bayerischen Landtags, B90/Grüne. Themen: Kommunales, frühkindliche Bildung, Flugverkehr. Vize der Kinderkommission. Stadtrat, Kreisrat."
567,StrohmayrS,"#Sozialdemokratin🌹
Parlamentarische Geschäftsführerin der @BayernSPD_Lndtg
Kämpfe für #Gleichberechtigung 🏳️‍🌈 #Bildung 🎓und #Gerechtigkeit ⚖️"
568,SteinbergerRosi,"Mitglied des Bayerischen Landtags, B90/Die Grünen, Vorsitzende im Ausschuss für Umwelt und Verbraucherschutz. 
Gemeinderätin"
569,RuthMuellerSPD,"Stellvertretende Fraktionsvorsitzende der @BayernSPD_Lndtg | Agrar- und frauenpolitische Sprecherin
Generalsekretärin der @BayernSPD"
570,JuergenMistol,Mitglied des Bayerischen Landtags. Fraktion Bündnis 90/Die Grünen. Oberpfälzer. Regensburger. Eisenbahnmensch. 🏳️‍🌈 🇨🇿 🇧🇷
571,Thomas_Gehring_,"MdL, Vizepräsident,
Sprecher für lebenslanges Lernen,  B90/Die Grünen im Bayerischen Landtag"
572,KEbnerSteiner,Bayerische AfD-Spitzenkandidatin | Listenplatz 1 Niederbayern | Mitglied der Kinderkommission 💙Frauenpolitische Sprecherin der #AfD im Bayerischen Landtag 💪
573,HubertAiwanger,Politiker aus Leidenschaft. FREIE WÄHLER.
574,WBausback,Bayer. Justizmin. aD ( 2013 —2018) ~ CSU Landtagsabgeordneter @Landtag_Bayern ~ Vorsitzender UA Maske ~ Kreisvorsitzender CSU A’burg Stadt ~csu_lt
575,NataschaKohnen,#Abgeordnete #BayerischerLandtag #Bücherwurm #liebtfrischeluft 🍃
576,m_rinderspacher,"Vizepräsident Bayerischer Landtag, europapolitischer Sprecher Landtags-SPD, Vorsitzender WirtschaftsForum der Sozialdemokratie in München e.V."
577,IlseAigner,"MdL, Präsidentin des Bayerischen Landtags und CSU-Bezirksvorsitzende Oberbayern"
578,RichardGraupner,"AfD-Fraktion Landtag Bayern, innenpolitischer Sprecher"
579,TSchorerDremel,Stellvertretende Vorsitzende der CSU Landtagsfraktion Vorsitzende der Kinderkommission des Bayerischen Landtags
580,MichaelPiazolo,Staatsminister für Unterricht und Kultus / Stellv. Landesvorsitzender der Freien Wähler Bayern / Vorsitzender der Freien Wähler München
581,FlorianStreibl,"Rechtsanwalt 
Mitglied des Landtags
Parlamentarischer Geschäftsführer Fraktion FREIE WÄHLER"
582,ChristianFlisek,"MdL Bayern (18.WP), ehem. MdB; Rechtsanwalt; IP, IT, Data, Copyright; Wissenschafts-, Digital-, Rechts- und Sicherheitspolitik"
583,KS_MdL,"Kerstin Schreyer, Staatsministerin a.D., Stimmkreisabgeordnete für München Land-Süd"
584,KerstinCelina,"Mitglied des bayerischen Landtags für Bündnis 90/ Die Grünen,        
Kreis- und Gemeinderätin,
Diplomvolkswirtin,
Ersthelferin bei der Freiwilligen Feuerwehr"
585,der_buechler,"Abgeordneter und Sprecher für Mobilität @GrueneLandtagBY, Kreisrat München, BÜNDNIS 90/DIE GRÜNEN. Es twittern mein /team und ich."
586,GiselaSengl,"MdL, Stv. Fraktionsvorsitzende, Sprecherin für Agrarpolitik der bayerischen Landtagsgrünen - und Biobäuerin, https://t.co/V4opRG8Cmv"
587,EvaLettenbauer,"Vorsitzende @Gruene_Bayern I Abgeordnete @Landtag_Bayern I Wirtschaftsingenieurin I Gemeinsam für eine gute Zukunft für alle.I
Landmensch l Feministin l sie/ihr"
588,GeraldPittner,"Gerald Pittner 
Mitglied des Landtags
bis 2018
Richter am Amtsgericht
Bad Neustadt an der Saale"
589,MelanieHuml,Bayerische Staatsministerin für Europaangelegenheiten und Internationales
590,GulserenDemirel,"Landtagsabgeordnete Bündnis 90/Die Grünen im Bayerischen Landtag, Sprecherin für Asyl, Flucht, Integration und Vertiebene, Diplom-Sozialpädagogin"
591,BozogluCemal,Landtagsabgeordneter in Bayern für Bündnis 90 / Die Grünen
592,BertholdRueth,"Mitglied des Bay. Landtags, Vorsitzender des Landessportbeirates, sportpolitischer Sprecher und Beisitzer im Vorstand der CSU-Landtagsfraktion"
593,arif_tasdelen,Mitglied des Bayerischen Landtags 💻 stellv. Fraktionsvorsitzender der @BayernSPD_Lndtg
594,MarkusBlume,"Bayerischer Staatsminister für Wissenschaft und Kunst, Mitglied des Bayerischen Landtags, dahoam im Münchner Osten"
595,JulikaSandt,"Stellvertretende Vorsitzende der FDP-Fraktion im Bayerischen Landtag, Sprecherin für Arbeit und Soziales, Familie, Frauen, Jugend und Menschen mit Behinderung"
596,Markus_Soeder,"Offizieller Twitter-Kanal von Markus Söder,
Bayerischer Ministerpräsident und @csu-Vorsitzender"
597,Andreas_Schalk,Bezirksvorsitzender @JUMittelfranken.
598,WTaubeneder,"Mitglied des Bayerischen Landtags, CSU, Stimmkreis Passau-West,
Mitglied der Ausschüsse Bildung, Jugend und Sport sowie Hochschule, Forschung und Kultur"
599,Christian20er,🌻 Landtagsabgeordneter @GrueneLandtagBY 💪🏻 Sprecher für Landesentwicklung & für Tourismus 🌍 Geograph 🏠 Erlangen | Erlangen-Höchstadt | Mittelfranken
600,KarlFreller,"Vizepräsident des Bayerischen Landtages & Direktor der Stiftung Bayer. Gedenkstätten, Gewinner Politik-Award 2018, hier privat,RT&Follow nicht gleich Zustimmung"
601,MaxDeisenhofer,"MdL Bayern, Sprecher für Sport, Medien, Digitale & Berufliche Bildung, #Grüne, Kreisrat, Löwenfan, Handballer, Optimist."
602,MMFischbach,"MdL, Parlamentarischer Geschäftsführer und bildungspolitischer Sprecher der FDP im Bayerischen Landtag | ehemaliger Landesvorsitzender der @JuLisBayern"
603,PeterTomaschko,Mitglied des Bayerischen Landtags - CSU-Kreisvorsitzender Aichach-Friedberg
604,Hintersberger,"Ihr Landtagsabgeordneter für Augsburg/West, Gersthofen und Neusäß"
605,LudwigHartmann,"Fraktionsvorsitzender B90/Die Grünen im Bayerischen Landtag | Spitzenkandidat LTW23 | TeamBayern | Leben, Bayern, Grün | https://t.co/H7TQge4DUP"
606,KohlerJochen,"Bayerischer Landtagsabgeordneter, CSU-Kreisvorsitzender, auf Twitter privat unterwegs..."
607,FlorianvonBrunn,"SPD-Vorsitz Landtag & Bayern.

FÜR
#Gerechtigkeit #bezahlbareWohnungen #guteSchule #guteKrankenhäuser #Klimaschutz #EE

Gegen Nazis!
I ❤ wehrhafte Demokratie 👊"
608,StoettnerK,Direkt gewählter bayerischer Landtagsabgeordneter im schönsten Stimmkreis Bayerns. R o s e n h e i m https://t.co/w62tl4KOB6
609,DuenkelNorbert,Mitglied des Landtags. Freistaat Bayern. Lebenshilfe Nürnberger Land. Mitglied der Geschäftsleitung.
610,AnFRanke,"Bayerische Grüne Abgeordnete, Dipl.Designerin, selbstständig, Wiariwui Verlag, Illustration, freie Grafik und Malerei, Gemeinderätin, Kreisrätin, zwei Töchter"
