,user,profile
1355,kurtz_hp,Abgeordneter des saarländischen Landtages.Wirtschaftlicher Sprecher der SPD Landtagsfraktion
1356,r_schaefer81,
1357,DIELINKEUMWELT,
1358,Juergen_Renner,"Aufklärung, es geht immer um Aufklärung.🏳️‍🌈 🇪🇺 Saarländer. Sozi."
1359,RalfGeorgi,
1360,AnkeRehlinger,Mit Kraft und Herz für das Saarland. Ministerpräsidentin des Saarlandes. SPD-Landesvorsitzende. Stellv. SPD-Bundesvorsitzende. Kulturbevollmächtigte 🇩🇪 🇫🇷.
1361,peter_strobel,
1362,Stephan_Toscani,Infos zu meiner Arbeit als Landesvorsitzender der CDU Saar und FraktionsChef im Saarländischen Landtag. Impressum: https://t.co/o60dDixrS3
1363,MarcSpeicher,"🇩🇪🇪🇺 Im CDU-Bundesvorstand | Landtagsabgeordneter Saarland, Vorsitzender Haushaltsprüfungsausschuss | Vorsitzender CDA Saar & CDU Saarlouis"
1364,klausbouillon,Saarländischer Minister für Inneres und Sport
1365,alwintheobald,MdL @CDU_FRAK_SAAR. Vorsitzender Innenausschuss. Agrar. Gesundheit. Kinderschutz. 3Mädelspapa. Dorfkind. Straßenwärter. Justizvollzugsbeamter. Ehrenamtler.
1366,johann_sandra,"Sandra | 36, Saarländerin, Christdemokratin, Landtagsabgeordnete & Lehrerin im Herzen |"
1367,TimoMildau,Abgeordneter im saarländischen Landtag
1368,SaschaZehner,"Christ - Abgeordneter im Saarländischen Landtag - Vorsitzender der CDU-Fraktion Saarbrücken: ""Für Freiheit muss man etwas wagen"" - Tweets Privatmeinung"
1369,tobiashans,Mitglied des saarländischen Landtages  Impressum: https://t.co/l2IORPUuq2
1370,UlrichCommercon,Vorsitzender der @SPDFraktionSaar im Landtag des Saarlandes.
1371,Gemkow2020,Gemeinsam mit den Leipzigerinnen und Leipzigern möchte ich dieses neue Kapitel gestalten und kandidiere für das Amt des Oberbürgermeisters. #gemkow2020
1372,BarthMdl,"Abgeordneter der AfD im sächsischen Landtag. 

Haushalts- und Finanzpolitischer Sprecher

Vorsitz Auschuss Regionalentwicklung

Stadtrat in Dippoldiswalde"
1373,rolf_weigand,
1374,gorskih_anna,"Kinder-, Jugend- & Hochschulpolitik für @dielinke im Sächsischen Landtag."
1375,AfdDoreen,
1376,SebastianWippel,Mitglied des Sächsischen Landtags (#SaxLt) | Innenpolitscher Sprecher der @AfD_SLT | https://t.co/8bRGj1nJJR
1377,ToniMertsching,"Sprecherin für Umwelt-, Nachhaltigkeits- und Entwicklungspolitik, Fraktion DIE LINKE. Sachsen
#Strukturwandel #Landwirtschaft #Wald #changesystemnotclimate"
1378,Gruen_WGuenther,"Vize-Ministerpräsident Sachsen | Minister Sächsisches Staatsministerium für Energie, Klimaschutz, Umwelt und Landwirtschaft | @gruene_sachsen"
1379,SusiSchaper,
1380,AlexDierksMdL,Mitglied des Sächsischen Landtags & Generalsekretär der @cdusachsen
1381,jan_mdl,
1382,AndreWendtMdL,"#AfD-Mitglied des Sächsischen Landtags #saxlt 
@AfD-SLT
Kreisvorsitzender AfD-Dresden"
1383,SvendKirmes,
1384,Joerg_UrbanAfD,"#AfD-Landesvorsitzender #Sachsen & Fraktionsvorsitzender im #SaxLt |
https://t.co/G4jhZ3ccwM"
1385,RobertoKuhnert,
1386,JanHippold,
1387,lucies_ecke,"in Sachsen, Dresden zuhause || Leben: süße Hunde und junggrüne Politik - Landtagsabgeordnete 🌻💚 (sie/ihr)"
1388,Ka_Meier,Hier privat. #Sachsen #FrauenPower🌻💪⚖️🌈🇪🇺 https://t.co/wFvNPmuxaW
1389,ReneHein3,
1390,NicoBruenler,"Dipl. Volkswirt, 
MdL @LINKE_LTSachsen"
1391,Andreas_Nowak14,"Direkt gewählter Abgeordneter der CDU im Wahlkreis 29 Leipzig 3, Journalist, Verkehrspolitischer und Medienpolitischer Sprecher, Sächsischer Kultursenator"
1392,SebastianGemkow,
1393,ricogebhardt,"Gelernter Koch aus dem Erzgebirge, Fraktionsvorsitzender @LINKE_LTSachsen, vier Kinder, zwei Enkelkinder."
1394,Marikat5,DIE LINKE Sachsen
1395,FranziskaOL,"Fraktionsvorsitzende BÜNDNIS 90/Die GRÜNEN Landtag Sachsen, Realpolitik, Finanzpolitik, Geografin, Bienenfreundin, Oberlausitz, katholische Fleischerstochter"
1396,SoerenVoigt,Erster stellv. Fraktionsvorsitzender & Parlamentarischer Geschäftsführer der CDU-Fraktion im Sächsischen Landtag I Kreisrat im Vogtland
1397,LuiseNeuhaus,Dritte Vizepräsidentin des Sächsischen Landtags & Sprecherin für Bildung und den Osten der Fraktion DIE LINKE. im Sächsischen Landtag und Präsidentin des SCV
1398,ChMelcher,Direkt gewählt in #Leipzig #Leipzigmitte für den #Landtag und Bildungspolitik für @saxgruen #Sachsen #fff #wirsindmehr #unteilbar  #usedom
1399,AntjeFeiks,Landtagsabgeordnete DIE LINKE/ Medienpolitik / Ländliche Regionen / Tourismus / Netzpolitik / Datenschutz / MDR Rundfunkrätin
1400,HolgerMannLE,"Bundestagsabgeordneter @SPDde, Vorsitz @SPDLeipzig, 
Bildung, Forschung, Digitales 
Family Guy, Hobbykicker, Gesellschaftsspieler 
#InLeipzigzuHause"
1401,Gerald130964,
1402,dirkpanter,"MdL #EinsatzFuerLeipzig, Vorsitzender der @spdsaxlt 🇪🇺 https://t.co/6idxq9pdDx"
1403,MPKretschmer,Ministerpräsident Michael Kretschmer. Hier twittern der MP & die Pressestelle Staatskanzlei (SK). Impressum ab 13.12.2017: https://t.co/FQNIT4pSwX
1404,Huetter_Carsten,"Verheiratet, 5 Kinder | Unternehmer | MdL in Sachsen | Bundesschatzmeister | Vorsitzender d. Mitglieder des Bundesvorstandes | https://t.co/H9XraD6ZgK"
1405,ThomasLoeserDD,Lehrer/ #MdL @saxgruene/ Direktmandat #Dresden #Altstadt #Neustadt/ #Stadtrat/ #Wohnen #Stadtentwicklung #Baukultur #Denkmal #Bildung #Kultur #Antifaschist
1406,VZschocke,"Im Sächsischen Landtag als Sprecher für #Umwelt, #Naturschutz, #Landwirtschaft bei @SaxGruen📍Chemnitz, Erzgebirge | Stadtrat @chemnitzgruene  |  💚🚲"
1407,ClaudiaMaicher,"MdL @SaxGruen | Direktmandat im #Leipzig|er Westen | Vorsitzende im Ausschuss für #Wissenschaft, #Hochschule, #Medien, #Kultur & Tourismus im Landtag Sachsen"
1408,Hoesl_MdL,"Mitglied des Sächsischen Landtages
Fraktion der CDU im Sächsischen Landtag"
1409,HolgerGasse,
1410,luna_le,"Silence is a spectator of their crimes
MdL, Stadträtin & Aktivistin, still DIE LINKE 
Insta: https://t.co/M66q6sOxAL
Mastodon: @luna_le@don.linxx.net"
1411,InesSpringer,
1412,IrisFirmenich,
1413,kerstinkoeditz,"Hier bloggen Kerstin Köditz (MdL @LINKE_LTSachsen) und ihr Team. Sprecherin für #antifa|schistische Politik, #NSU|UA @sax_lt"
1414,MeyerSt,Landtagsabgeordneter @CDU Fraktion Sachsen
1415,schullegr,1974 in Görlitz geboren und Mitglied des Sächsischen Landtages - Fraktion DIE LINKE
1416,MartinDulig,"Ostbeauftragter der Bundes-SPD, stellv. Ministerpräsident des Freistaates Sachsen, Minister für Wirtschaft, Arbeit und Verkehr"
1417,HenningHomann,Co-Vorsitzender der SPD Sachsen | MdL | Tischtennis | Schlagzeug | Physikpodcastfan | Vinylliebhaber
1418,AlbrechtPallas,Mitglied des sächsischen Landtags @spdsaxlt #saxlt Stadtvorsitzender der SPD Dresden @spd_dresden
1419,geertmackenroth,"Jurist, MdL, Sächsischer Ausländerbeauftragter, hier privat unterwegs"
1420,sabinefriedel,
1421,VaLippmann,"Mitglied Sächsischer Landtag, Parlamentarischer Geschäftsführer und Innenpolitischer Sprecher der Fraktion BÜNDNIS 90/DIE GRÜNEN @saxgruen
Foto: david-brandt.de"
1422,gerbsen,"#nerd #climatejustice #science #langfristig #birder - 🦣 @Gerbsen@gruene.social - Mitglied d. Sächsischen Landtags - Digitalisierung, Klima & Energie 🌻👨🏻‍💻"
1423,BoehmeMarco,"parlamentarischer Geschäftsführer @linke_LTSachsen
Sprecher für Klimaschutz, Energie & Mobilität.
Klimaaktivist & Antifaschist. @linXXnet"
1424,DetlefGurth,"Landesvorsitzender Mittelstands - und Wirtschaftsvereinigung MIT Sachsen-Anhalt, Landtagsabgeordneter Sachsen-Anhalt"
1425,brakebusch1,Präsidentin des Landtages von Sachsen-Anhalt a.D. Politikerin mit 🧡 und wohne in Harbke im Landkreis Börde
1426,HagenKohlMdL,
1427,afdgehlmann,"Politiker, Mitglied im Kreistag Mansfeld-Südharz, Fraktionsvorsitzender Stadtrat Sangerhausen, 2016 bis 2021 Mitglied im Landtag Sachsen-Anhalt"
1428,MonikaHohmann,Mitglied des Landtages Sachsen- Anhalt
1429,P_Plattform,Erster stellvertretender Vorsitzender der AfD Fraktion im Landtag von Sachsen-Anhalt.
1430,O_KirchnerAfD,
1431,AndreasSchuman9,
1432,UlrichSiegmund,Vorsitzender @AfDFraktionLSA im LT von Sachsen-Anhalt (#LtLSA #AfD)
1433,KerEisen,Mitglied Fraktion DIE LINKE im Landtag von Sachsen-Anhalt @LinksfraktionSt und des Parteivorstandes DIE LINKE
1434,AfD_Lieschke,
1435,KatjaPaehle,"Vorsitzende @spd_lt_lsa, stellv. Vorsitzende @SPD_LSA, Präsidium & Parteivorstand @spdde. Katja Pähle & Team twittern gemeinsam. https://t.co/ndvIdMrADb"
1436,VolkerOlenicak,Landtagsabgeordneter AfD Sachsen-Anhalt ( Direktmandat WK 29 )
1437,Daniel_Roi_AfD,"Daniel Roi, Abgeordneter im Landtag Sachsen-Anhalt, Stadtrat Bitterfeld-Wolfen und Kreistag Anhalt-Bitterfeld"
1438,MatzeBuettner,"#AfD-Fraktion Sachsen-Anhalt, Ausschussvorsitzender & Sprecher für Inneres & Sprecher für Verkehr, Kreisvorsitzender AfD Salzlandkreis, Stadtrat in Staßfurt"
1439,spiegelbergafd,"Marcus Spiegelberg | MdL von Sachsen-Anhalt | Direktkandidat aus Weißenfels | Stellv. Landesvorsitzender der JA Sachsen-Anhalt | 
Teamtweets markiert mit *"
1440,Borchert_CDU,Carsten Borchert #CDU MdL #SachsenAnhalt #Salzwedel #Altmark
1441,Kristin_Heiss,The world is wide from where you stand.
1442,jws_afd,"AfD LSA Landesvorstandsmitglied
https://t.co/esZZ1iwHG8…"
1443,BarthJuergen,
1444,PoggenburgAndre,"Für Ausgleich mit Russland & Frieden in Europa. Gegen globale Gleichschaltung - Für echte Vielfalt, Tier- & Naturschutz und öko-soziale Marktwirtschaft. 🇩🇪"
1445,katja_bahlmann,
1446,robert_farle,Bis zum 06. Juni 2021 Parlamentarischer Geschäftsführer der AfD-Fraktion Sachsen-Anhalt | Bundestagsabgeordneter für den Wahlkreis Mansfeld
1447,GuidoHeuer,
1448,DanielSzarata,"Oberbürgermeister der Kreisstadt #Halberstadt und ihrer Ortsteile, #CDU,  #Dom, #Harz, #SachsenAnhalt, #Germany 🇩🇪
MdL a.D. @cdufraktion_lsa / #ltlsa /"
1449,CDU_Schroeder,
1450,DrAndrSchmidt,"Zusammen mit @JulianeKleemann Vorsitzender der @SPD_LSA, MdL in der @SPD_LT_LSA für Merseburg und den Saalekreis, Sprecher für Finanzpolitik"
1451,boenisch2012,
1452,Hobi99,"Sprecher Landwirtschaft #AfDLSA Beisitzer #AfDLSA Landesvorstand
Kreisschriftführer #KVABI Stadtrat #Raguhn-Jeßnitz Kuratoriumsmitglied LzpB LSA"
1453,HenrietteQuade,"Landtagsabgeordnete #ltlsa, @LinksfraktionST, Innenpolitische Sprecherin, Sprecherin für Asyl, Migration, Datenschutz. #Antifa"
1454,ThomasKeindorf,
1455,angelagorr,"Landtagsabgeordnete für den Wahlkreis Wernigerode, Stadt Oberharz am Brocken und Harzgerode"
1456,doro_frederking,"MdL Sachsen Anhalt /// B90/Grüne /// Energie, Agrar, Europa, Medien"
1457,WulfGallert,Abgeordneter der Fraktion DIE LINKE im Landtag von Sachsen-Anhalt und Vizepräsident des Landtages Sachsen-Anhalt.
1458,falkogrube,Magdeburger Kind I SPD-Landtagsabgeordneter I Stadtrat I SPD-Vorsitzender Magdeburg
1459,reinerhaseloff,Hier twittert der Ministerpräsident persönlich.
1460,SchulenburgCh,"Kreisvors. CDU Stendal, Mitglied des Landtages in Sachsen-Anhalt - Wahlkreis Havelberg/Osterburg, innenpol. Sprecher der CDU- Landtagsfraktion, Polizeibeamter"
1461,StefGeb,"Mitglied des Landtags Sachsen-Anhalt
Fraktion DIE LINKE 
Parlamentarischer Geschäftsführer 
MDR-Rundfunkrat"
1462,olaf_meister,"MdL in Sachsen-Anhalt (Bündnis 90/Die Grünen), Sprecher für Finanzen, Wirtschaft, Wissenschaft, Stadtrat in Magdeburg, Rechtsanwalt"
1463,MarcoTullner,CDU-Mitglied
1464,Eva0112,"Fraktionsvorsitzende DIE LINKE. Landtag LSA, Netzwerk gegen Kinderarmut, Präsidium AWO"
1465,AndreasSteppuhn,Bundesvorsitzender @Tafel_DE | MdB a.D. & MdL a.D.
1466,Connylue,"Fraktionsvorsitzende Grüne Sachsen-Anhalt 🌻 | Klimaschutz, Mobilitätswende und Demokratiesicherung"
1467,ruedigererben,"MdL, SPD, Läufer, Vorsitzender des Beirats des Mitteldeutschen BC"
1468,SwenKnoechel,
1469,ulithomas,
1470,HendrikLange,Mitglied der Fraktion DIE LINKE im Landtag von Sachsen-Anhalt
1471,StriegSe,"Sprecher für Innen-/Rechtspolitik sowie Digitalisierung von @gruenefraklsa. Katholischer Christ. Politik mit Haltung. he/his
#nonazis #Autokorrektur #Fahrradbus"
1472,CCCfuerStormarn,
1473,BHerdejuergen,"SPD-Landtagsfraktion Schleswig-Holstein, Parlamentarische Geschäftsführerin"
1474,v_Wittgenstein,"Offizieller Account von Doris v. Sayn-Wittgenstein, Thüringen, Facebook: https://t.co/LFzwRGbVG4"
1475,Joerg_Nobis_AfD,
1476,JetteWaldinger,Landtagsabgeordnete SSW
1477,ClausSchaffer,
1478,aminajxx,"Ministerin für Soziales, Jugend, Familie, Senioren, Integration und Gleichstellung in Schleswig-Holstein"
1479,TobiasvdHeide,Als CDU-Abgeordneter vertrete ich die Interessen der schönen Fördestadt Kiel im schleswig-holsteinischen Landtag.
1480,DABornhoeft,"Holsteiner-Jung, #FDP MdL 19.WP #LTSH und kämpft für wirksame Sozial- und Umweltpolitik und faire,innovative Gesellschaft 
#Gesundheit #SchleswigHolstein #Kiel"
1481,DGuenther_CDUSH,Ministerpräsident des Landes Schleswig-Holstein und Landesvorsitzender der @SH_CDU
1482,harms_lars,"Vorsitzender Südschleswigscher Wählerverband (SSW) im Schleswig-Holsteinischen Landtag - Politik, Nordfriesland, Friesland, Friesisch, Schleswig-Holstein, HSV."
1483,ThomasHoelck,"SPD, MdL"
1484,L_Petersdotter,📍Direkt gewählter Abgeordneter für Kiel-Nord. 🏛️ Landtag Schleswig-Holstein. 🌱 Grün. Fraktionsvorsitzender. 🔨 Sprecher für Wirtschaft und Arbeit.
1485,TobiasKoch,"Mitglied des Landtages Schleswig-Holstein, CDU-Fraktionsvorsitzender"
1486,StefanWeberSE,"ehemaliger Landtagsabgeordneter aus dem Wahlkreis Segeberg West, Vorsitzender des OV Sievershütten, Bürgermeister der Gemeinde Sievershütten"
1487,oleplambeck,"https://t.co/K48LuvsD5H CDU-MdL in SH, Finanzpolitiker | Steuerberater"
1488,JoschkaKnuth,
1489,MarretGruen,
1490,VogelKai,
1491,anitaklahn,
1492,martinhabersaat,"Mitglied der SPD-Landtagsfraktion Schleswig-Holstein. Vorsitzender des Bildungsausschusses. Im Landtag für Reinbek, Glinde, Barsbüttel, Oststeinbek, Wentorf."
1493,TobiasVonPein,
1494,Thomasrother,"MdL für Lübeck - Sozi, Donaldist, Katzenfreund, Hundeskeptiker"
1495,wolfgangbaasch,"SPD / AWO SH , Donaldist, VfB-Fan,"
1496,StephanHolowaty,"FDP MdL SH (2017-2022), Digital Guy, #FreeUkraine #Bürgerrechte  #Innovation #Skydive|r #Travel @fdpfraktionsh #ltsh  #SaveMyInternet"
1497,AltJusoKai,
1498,c_vogt,MdL | Vorsitzender @FDPFraktionSH | Mitglied @fdp-Bundesvorstand | Stv. Vorsitzender @fdp_sh
1499,Kumbartzky,"MdL, Parlamentarischer Geschäftsführer der @FDPFraktionSH, Landesvorsitzender @FDP_SH"
1500,LukasKilian,CDU-MdL in SH | designierter Generalsekretär @SH_CDU | Rechtsanwalt u. Notar | hier privat
1501,ekavonkalben,"Vizepräsidentin #LTSH, Sprecherin für Europa, Religion und Minderheiten der Landtagsfraktion von @Gruene_SH 🌻"
1502,JanineMerz,"Sozialdemokratin, Kommunalpolitikerin und Mitglied des Thüringer Landtages. Zuhause in der #Prachtregion."
1503,LutzLiebscher,"MdL & stellv. Fraktionsvorsitzender @spdthl, Vorsitzender @spd_jena, Sprecher für Studium & Hochschule sowie Bau, Wohnen, Verkehr & Landwirtschaft"
1504,UThrum,"Wer kämpft kann verlieren, wer nicht kämpft hat schon verloren."
1505,ULukasch,
1506,PhilippWeltzien,"Hier twittert das Social Media Team von Philipp Weltzien, Direktkandidat @dieLinke für die #Landtagswahl im Wahlkreis #Suhl,#ZellaMehlis und #Oberhof."
1507,NHoffmannAfDTh,"Diplom-Biologin
Abgeordnete Thüringer Landtag
Sprecherin für Umwelt, Naturschutz, Energie und Infrastruktur
Kreistag Hildburghausen
Kreisverband Südthüringen"
1508,BlechschmidtA,"Seit 2004 Abgeordneter im Thüringer Landtag, seit 2009 mit Direktmandat. Mein Team und ich meinen: Mehr Demokratie wagen - Politik muss erklären, nicht belehren"
1509,KnieseTosca,"#Unternehmerin #Politikerin (Mitglied des 7. Thüringer Landtags, BfTh) #liberal & #bürgerlich #Westfälin & #Thüringerin #privater Twitter-Account"
1510,CorinnaHerold,
1511,raymond_walk,"Christdemokrat, MdL, Stv. Landesvorsitzender @cdu_thueringen, Stv. Fraktionsvorsitzender, Innenpolitischer Sprecher @cdu_fraktion_th"
1512,Rene_Aust,"Direkt gewählter Landtagsabgeordneter im Wahlkreis Schmalkalden – Meiningen II, stellvertretender Landessprecher der AfD Thüringen"
1513,PatrickBeier93,"Mitglied des Thüringer Landtags|Sprecher für Verbraucherschutz|DIE LINKE. Thüringen|Kommunalpolitiker aus #Meiningen| 
https://t.co/4IMER6yAaN"
1514,TorstenWolf_MdL,"Mitglied des Thüringer Landtages, Bildungspolitischer Sprecher, Wahlkreis Jena I"
1515,Denny_Jankowski,AfD Kreissprecher Gera-Jena-Saale-Holzland-Kreis (https://t.co/FURRanAK0T)
1516,torben_braga,Mitglied des 7. Thüringer Landtags | 🇩🇪🇧🇷
1517,laura_wahl_,"Mitglied des Thüringer Landtags @gruenethl • Sprecherin für Mobilität, Energie, Klima&Umwelt, Gleichstellung 🏳️‍🌈 • Erfurter Stadträtin"
1518,BPfefferlein,✳️ Bündnis 90/Die Grünen Thüringen
1519,MoellerAfD,"Landessprecher #AfD Thüringen, MdL & Justizausschussvorsitzender im Thüringer Landtag, Anwalt"
1520,BjoernHoecke,Landessprecher und Fraktionsvorsitzender der AfD Thüringen
1521,RalfKalich,Innenpolitischer Sprecher Fraktion DieLinke im Thüringer Landtag
1522,Kati_Engel,
1523,Buehlandreas,Heimatmensch für den 📍südlichen #IlmKreis u. #Schmiedefeld. Parlamentarischer Geschäftsführer der @cdu_fraktion_th 🙋🏻‍♂️ Mitglied des Landtag 🗳#bühlpacktan
1524,henry_worm,
1525,KaufmannAfD,"Prof. Dr.-Ing. Michael Kaufmann, 
Mitglied des Bundestages, Wahlkreis 195, Forschungspol. Sprecher AfD-Fraktion
#AfD #Thüringen @AfD_Thueringen @AfDimBundestag"
1526,OMueller_Jena,"Biologe, erneuerbare Energien, Gesundes Essen, bekennender Europäer, GRÜN aus Jena"
1527,dialehm,"MdL bei @spdthl, leidenschaftliche NaturFreundin und Gewerkschafterin"
1528,keineausrede,"AfD-MdL aus Thüringen.😀 
Sprecher für  Wohnungsbau und Verkehr
Fraktionschef AfD-Kreistagsfraktion ABG"
1529,GruenerDirk,"Thüringer, Erfurter, Outdoor und Laufen (Minister für Migration, Justiz und Verbraucherschutz aD)"
1530,MikeMohring,Vorsitzender @cdu_thueringen 2014-20 & @cdu_fraktion_th 2008-20| Sprecher CDU/CSU Finanzsprecherkonferenz | BuVo @cdu & @mit_bund | Botschafter @krebshilfe_bonn
1531,Hummelshainer,Immer Einsatzbereit und Interessiert.
1532,TLTkeller,
1533,St_Dittes,Mitglied und Vorsitzender der Fraktion DIE LINKE im Thüringer Landtag - Wahlkreisabgeordneter in #Weimar
1534,gudrunlukin,Geboren am 29.12.1954 | Zwei Kinder | Diplomphilosophin | MdL Thüringen
1535,ChristianSchaft,"Vorsitzender @die_linke_th | MdL @linke_thl |  Wissenschaftspolitik, uvm. | ZinXX Ilmenau"
1536,henfling_m,Abgeordnete Thüringen |Innen- und Kommunalpolitik | Kultur- Europa- Medien- und Netzpolitik | Antifaschismus und Demokratie | BÜNDNIS 90/GRÜNEN
1537,andy_links,
1538,SBilay,Kommunalfreund | Linkspolitiker | Landtagsabgeordneter | Sprecher Innenpolitik für @Linke_Thl
1539,KarolaStange,MdL DIE LINKE. Thüringen; Erfurter Stadträtin; Stellvertretende Landesvorsitzende der Volkssolidarität Thüringen; Hier twittert mein Team und ich.
1540,Chr_Tischner,"Landtagsabgeordneter, stellv. Fraktionsvorsitzender sowie Sprecher für Bildung und Wissenschaft der CDU-Fraktion Thüringens. Gymnasiallehrer."
1541,fbaumfdp,"MdL, Freie Demokraten im Thüringer Landtag, Wirtschaftsjunioren Thüringen, FDP Erfurt, Liberale Frauen, D-64"
1542,KatharinaKoenig,"#MdL #LINKE #Thüringen / #Antifaschismus, #Antirassismus #NSU-Aufklärung / Das Private ist politisch / still ❤️ #Antifa"
1543,KKorschewsky,"Mitglied des Thüringer Landtages, Sprecher für Sport und Tourismus der Fraktion DIE LINKE"
1544,linkeanja,"MdLThüringen,Mensch,Leidenschaftlich,Demokratietante,Links"
1545,SusanneHennig,Hier twittern die Bundestagsabgeordnete Susanne Hennig-Wellsow (SHW) @DieLinke @Linksfraktion & ihre Büros (SB) | WK Erfurt-Grammetal-Weimar | @die_linke_th
1546,JonasUrbach,Landtagsabgeordneter und Bürgermeister a.D.
1547,GottiSlow,"Abgeordneter Thüringer Landtag, Wahlkreis 31, Bürgermeister a.D., Kommunikationswissenschaft, Christdemokrat, Energie- und Umweltpolitik #Heimatenergie *337 ppm"
1548,Astrid_RB,"Astrid Rothe-Beinlich, BÜNDNIS 90/DIE GRÜNEN im Thüringer Landtag, Fraktionsvorsitzende, Stadträtin #refugeeswelcome Blockiere Nazis+Rassist*innen"
1549,KatjaMitteldorf,
1550,m_gleichmann,"Politiker für #DIELINKE aus dem #SaaleHolzlandKreis in #Thüringen. Spezialitäten #Europa, #Energie und #LändlicherRaum.
viva l'Europa Antifascista"
1551,DirkBergner,"Vizepräsident THL, FDP-Landesvize Thür., Bürgermeister a.D. Stadt Hohenleuben, Mitglied Kreistag Greiz, Bauing., Freiberufler"
1552,marx2009,"MdL @spdthl ,Sprecherin für Innen🚨,Recht⚖️,Europa🇪🇺,Digitales📲 Verfassungspatriotin🏛"
1553,mariovoigt,Vorsitzender @cdu_thueringen & @cdu_fraktion_th 🗣 • Fußballexperte @fccarlzeissjena ⚽️
1554,demoe,Sozialarbeiter | Gewerkschafter | Mitglied des Thüringer Landtags #verdi #spd #naturfreunde #awo #esgibtnichtsgutesaussermantutes #diestadtsozialbewegen
1555,KemmerichThL,"MdL, Vorsitzender der Parlamentarischen Gruppe im Thüringer Landtag, Vorsitz @FDP_Thueringen & @ErfurtFDP, Jurist, verh. sechs Kinder, Erfurt/Weimar/Aachen"
1556,bodoramelow,Mensch
1557,Gerold_Otten,"#AfD +Mitglied im #Verteidigungsausschuß +Obmann und Sprecher für Abrüstung, Rüstungskontrolle und Nichtweiterverbreitung +Mitglied #NATOPA"
1558,Peter_Beyer,#Transatlantik-Koordinator Bundesregierung (2018-2022)| Bundestagsabgeordneter | @cducsubt | Obmann Enquete-Kommission #Afghanistan | #Westbalkan #Lateinamerika
1559,Schwarz_MdB,"SPD Bundestagsabgeordneter für Bamberg u. Forchheim. Mitglied im Haushalts-, Verteidigungsausschuss, Bundesfinanzierungsgremium.Twitter selbst."
1560,Bubendorferfdp,#Freigeist | #Bayern | Bundestagsabgeordnete @fdpbt | Mitglied im Ausschuss für Inneres und Heimat | Mitglied im Petitionsausschuss
1561,cjcronenberg,Sauerländer. Bundestagsabgeordneter. Freier Demokrat. Familienvater.
1562,DjirSarai,"Mitglied des Deutschen Bundestages, Generalsekretär der FDP"
1563,FahimiYasmin,"#DGB-Vorsitzende @dgb_news | Überzeugungstäterin |  Feministin | 

Impressum/Datenschutz: https://t.co/TmfOKxo2M1"
1564,Dana_Guth_LKR,
1565,HilseMdb,
1566,DrHollnagel,
1567,KestnerJens,Jens Kestner Mitglied des 19. Deutschen Bundestages und Landesvorsitzender von 2020-2022 der #AfD #Niedersachsen hier und selbst am twittern 🇩🇪
1568,tietze_andreas,"MdL, verkehrspolitischer Sprecher und Vorsitzender des Wirtschafts- und Verkehrsausschusses im Schleswig-holsteinischen Landtag"
1569,HeikeWernerTH,"Thüringer Ministerin für Arbeit, Soziales, Gesundheit, Frauen und Familie; Mitglied Landesvorstand LINKE Thüringen"
1570,benniadjei,"Mitglied des bayerischen Landtags, Sprecher für Digitalisierung 🌻👨🏾‍💻⚡️ @GrueneLandtagBY"
1571,AnnaGallinaHH,"Senatorin für Justiz und Verbraucherschutz der Freien und Hansestadt Hamburg, @GRUENE_Hamburg, hier persönlich, cis, sie/she"
1572,TobiGotthardt,"Abgeordneter, Vorsitzender des Europaausschusses, amt. Vorsitzender im Bildungsausschuss des Bayerischen Landtags"
1573,Ch_Haubrich,"Gesundheitspolitische Sprecherin von @GrueneLandtagBY aus Merching. 
#Gesundheit 🚑 #Ökologie 🌻"
1574,w_heubisch,"Vizepräsident @Landtag_Bayern | FDP-Landtagsabgeordneter 💛💙 | Staatsminister für #Wissenschaft, #Forschung und #Kunst a.D. | #München | Kulturverliebt ‼️"
1575,AndreasKrahl1,Grüner MdL @Landtag_Bayern / #Pflegepolitik / Senior*innenpolitik / Fachkrankenpfleger / #Ehrenamt / Vizepräsident @brkaktuell / Bio-Imker
1576,Roland_Magerl,Mitglied des Bayerischen Landtages
1577,GeorgMaier8,Minister für Inneres und Kommunales des Freistaates Thüringen. Twittert hier privat. RT isn‘t endorsement.
1578,FabianMehring,FREIE WÄHLER | Bayerischer Landtag | Parlamentarischer Geschäftsführer
1579,borispistorius,
1580,wolfgang_rose,
1581,SchuberlToni,"Landtagsabgeordneter im Bayerischen Landtag I
Fraktion BÜNDNIS90/DIEGRÜNEN I Rechtspolitischer Sprecher"
1582,AnjaSiegesmund,Designierte Präsidentin des @bde_presse und des @kirchentag_de | Ministerin a.D. | Hier privat.
1583,UlrikeSparr,Abg. Hamb. Bürgerschaft. #Umwelt#Naturschutz #hhbue
1584,spitzerfdp,"Gesundheits- und pflegepolitischer Sprecher der @fdpltby 🏥🚑💊💉, Betriebsmediziner und Hausarzt mit eigener Praxis 👨‍⚕️, Stadtrat für die @fdp in #Kempten"
1585,SturmMdL,
1586,TabbertUrs,
1587,HeikeTaubert,"Thüringer Finanzministerin, Stellv. Ministerpräsidentin a.D.
hier privat"
1588,WTiefensee,"Bin in Gera geboren,
in Sachsen aufgewachsen, 
hab' ziemlich lange dort gelebt.
Zurückgekehrt zu meinen Wurzeln und
nun im schönen Thüringen unterwegs."
1589,anjes_tjarks,Senator für Verkehr und Mobilitätswende
