X;twitter_handle;profile;user_id;party
1078;jochenott;Fraktionsvorsitzender der @spd_fraktion_nw im Landtag NRWs;15580217;SPD
1079;LeifertBublies;MdL aus Rheinland Pfalz;1,18517E+18;Die Föderalen
1080;nico_steinbach;-Abgeordneter im Landtag Rheinland-Pfalz (WK Bitburg-Prüm)     -Landesgeschäftsführer der SGK Rheinland-Pfalz;1,05507E+18;SPD
1081;NinaKlinkel;Landtagsabgeordnete, überzeugte Sozialdemokratin, praktizierende Rheinhessin, Kaffee-Enthusiastin, Weinliebhaberin;9,36578E+17;SPD
1082;JoachimPaul_AfD;"@AfDFraktionRLP | Stadtrat Koblenz | Antifa KO: ""Spiritus rector der Deutsch-Nationalen"". | Linke NR: ""Keinesfalls strategische Niete"" | Burschenschafter";7,54073E+17;AfD
1083;Jan_Bollinger;Mitglied des #LtRLP | Parlamentarischer Geschäftsführer der @AfDFraktionRLP | Mitglied des Landesvorstands der @RLP_AfD |   Account im Aufbau;7,12077E+17;AfD
1084;BernhardBraunLT;Rheinland-Pfälzer, Fraktionsmitglied von @grueneltrlp, #insGelingenverliebt;4339912575;Bündnis 90/Die Grünen
1085;JohannesKlomann;Mitglied des Stadtrats der Landeshauptstadt #Mainz. Sozialdemokrat.;4127700922;SPD
1086;SPD_AndreasRahm;Humor, menschliches Verständnis und Toleranz, sind das Rezept, mit dessen Hilfe Probleme gelöst werden | Landtagsabgeordneter RLP u.Fraktionsvorsitzender SPD KL;3115101785;SPD
1087;MiWae21;MdL #LTRLP #Landtag #RLP der #CDUFraktionrlp Beauftragter für #Pflege #Pflegepolitik pro #Pflegekammer #cdurlp #kreisaltenkirchen #cduak #MiWae21 #wegenmorgen;3096416285;CDU
1088;AnklamTrapp;SPD-Landtagsabgeordnete für den Wahlkreis Rhein-Selz/Wonnegau im schönen Rheinhessen, für Sie ansprechbar. #FraktionRLPSPD  Sprecherin für Gesundheitspolitik.;2996784718;SPD
1089;KazunguHass;"#Schule #Bildung #Schulleitung //
ehemalige MdL in RLP, lebt und arbeitet in Berlin";2940467818;SPD
1090;J_Denninghoff;Mitglied des Landtages in Rheinland-Pfalz;2310229475;SPD
1091;Damian_Lohr;Parlamentarischer Geschäftsführer der AfD im Landtag RLP, ehemaliger Bundesvorsitzender der Jungen Alternative, Vorstandsmitglied der AfD RLP;2278383500;AfD
1092;Marcruland;Generalsekretär der @spdrlp, Vorsitzender SPD MYK, Mitglied Kreistag MYK und Stadtrat Andernach;1009277342;SPD
1093;GerdSchreiner;Für ein @gutesmorgenmainz im @ltrlp // 🌍Klima 🌞Energie 🚀Mobilität // für @cdufraktionrlp Umwelt🐝Landwirtschaft🍎🍇🌳 https://t.co/Y6GDTeKUbP;957327211;CDU
1094;ElfriedeMeurer;CDU Landtagsabgeordnete im Altkreis Wittlich;902486486;CDU
1095;HediThelen;CDU Landtagsabgeordnete in Rheinland-Pfalz, Mitglied im Ausschuss und Sprecherin für Gesundheit, Pflege und Demografie, Ausschuss Arbeit und Soziales;850645524;CDU
1096;GordonSchnieder;"📍Birresborn
🗳️ Wahlkreis Vulkaneifel
                    🤝 Vorsitzender @cdufraktionrlp | Generalsekretär @cdurlp | Landesvorsitzender KPV RLP";806569368;CDU
1097;Beneoster;MdL in Rheinland-Pfalz;804452149;SPD
1098;Sabine_Baetzing;Fraktionsvorsitzende der SPD-Landtagsfraktion Rheinland-Pfalz;281941547;SPD
1099;hendrikhering;Präsident des Landtags Rheinland-Pfalz, Kreistagsmitglied im Westerwaldkreis, Staatsminister a.D.;240448906;SPD
1100;ChBaldauf;"Christian Baldauf MdL, Fachanwalt für Arbeitsrecht, Vorsitzender der CDU-Landtagsfraktion
https://t.co/BAUyudIE67…";228016783;CDU
1101;MarcoWeberEifel;"Freie Demokraten, MdL #FDP
Parlamentarischer Geschäftsführer
Agrarpolitischer Sprecher
Fachausschuss für #Umwelt #Energie #Ernährung #Landwirtschaft #Weinbau";226205388;FDP
1102;steven_wink;Ehemann, Papa, Master im Steuerbereich, Gründer, Mitglied des Landtag RLP. In der Freizeit Jugend-Fußball-Trainer, Hobby-Handwerker und Weinliebhaber.;213769537;FDP
1103;SvenLefkowitz;Einrichtungsleiter, Ex-MdL, Fraktionsvorsitzender im Stadtrat und stellv. Vorsitzender im Kreistag #spd #neuwied #rheinlandpfalz OVV #vdk Hier privat unterwegs;181579731;SPD
1104;wolfschwarz;Kriminalbeamter a.D. (Diplom Verwaltungsfachwirt FH) Abgeordneter des Landtages Rheinland-Pfalz;179533020;SPD
1105;EllenDemuth;Landtagsabgeordnete in Rheinland-Pfalz | CDU | Stellvertretende Fraktionsvorsitzende CDU-Landtagsfraktion. Mitglied SWR-Rundfunkrat.;161662803;CDU
1106;JJRauschkolb;stellv. Vorsitzende der SPD Landtagsfraktion RLP #pfälzerin #donnersbergkreis #leiningerland;160441424;SPD
1107;katharina_binz;Ministerin für Familie, Frauen, Kultur, Integration des Landes Rheinland-Pfalz | she / her  | 💚;141163937;Bündnis 90/Die Grünen
1108;MichaelHuettner;Landtagsabgeordneter für Bingen | Gau-Algesheim | Sprendlingen-Gensingen | Rhein-Nahe;90231192;SPD
1109;HansJosefBracht;🚴‍♂️ VOR-TOUR der Hoffnung • 💪🏻 Mitglied @CDU • 🗳 1996-2021 @ltrlp-Abgeordneter • 🏛 Landtagsvizepräsident a.D.;88241842;CDU
1110;MartinBrandl;Landtagsabgeordneter RLP und PGF CDU-Fraktion;52225440;CDU
1111;MartinHaller;Landtagsabgeordneter in RLP, Parlamentarischer Geschäftsführer der SPD-Landtagsfraktion, Christ, dem 1.FC Kaiserslautern verfallen, Trompeter, 100% Pfälzer!;25496879;SPD
1112;PiaSchellhammer;Fraktionsvorsitzende @GrueneLtRLP 🦾 Haushalt, Digitales, Kommunen 🌱 sie/ihr;23138586;Bündnis 90/Die Grünen
1113;hjnoss;SPD-Landtagsabgeordneter RLP, Innenpolitischer Sprecher der SPD-Landtagsfraktion, SPD-Kreisvorsitzender Birkenfeld, E-Mail: Hans-Juergen.Noss@spd.landtag.rlp.de;21295584;SPD
1114;SvenTeuber;Landtagsabgeordneter für #Trier @ltrlp // Sprecher für Bildung @spdfraktionrlp // Partei&Fraktionsvorsitzender #SPD #Trier // Landesvorstand SPD #RLP @spdrlp;19761023;SPD
1115;daniel_koebler;MdL GRÜNE im Landtag Rheinland-Pfalz, Stadtrat in Mainz, Ortsvorsteher Mainz-Oberstadt, Politologe, 3facher Papa, Fußballer, Hip-Hopper;18408137;Bündnis 90/Die Grünen
1116;Alex_Schweitzer;Sozialdemokrat. Pfälzer. Minister für #Arbeit #Soziales #Transformation und #Digitalisierung. Für die #Südpfalz im Landtag #RLP. 1.FC Kaiserslautern und 🌱;17939937;SPD
1117;lutzhecker_mdl;Lutz Hecker, für das #Saarland und die #AfD im Landtag des Saarlandes;9,58701E+17;AfD
1118;DennisLander;Medizinstudent und ehemaliges Mitglied des saarländischen Landtages (MdL) @LinksfraktionSL;8,26904E+17;DIE LINKE
1119;reinerzimmerhsw;Dipl.-Ing., Ehemann, Familienvater, Ortsvorsteher von Wahlschied, Fraktionssprecher im Gemeinderat, Kandidat für den Landtag, Ehrenämtler mit ganzem Herzen;8,17343E+17;SPD
1120;kurtz_hp;Abgeordneter des saarländischen Landtages.Wirtschaftlicher Sprecher der SPD Landtagsfraktion;7,43766E+17;SPD
1121;Juergen_Renner;Aufklärung, es geht immer um Aufklärung.🏳️‍🌈 🇪🇺 Saarländer. Sozi.;1187330798;SPD
1122;AnkeRehlinger;Mit Kraft und Herz für das Saarland. Ministerpräsidentin des Saarlandes. SPD-Landesvorsitzende. Stellv. SPD-Bundesvorsitzende. Kulturbevollmächtigte 🇩🇪 🇫🇷.;474792689;SPD
1123;Stephan_Toscani;Infos zu meiner Arbeit als Landesvorsitzender der CDU Saar und FraktionsChef im Saarländischen Landtag. Impressum: https://t.co/o60dDixrS3;226945659;CDU
1124;MarcSpeicher;🇩🇪🇪🇺 Im CDU-Bundesvorstand | Landtagsabgeordneter Saarland, Vorsitzender Haushaltsprüfungsausschuss | Vorsitzender CDA Saar & CDU Saarlouis;112765158;CDU
1125;klausbouillon;Saarländischer Minister für Inneres und Sport;90607386;CDU
1126;alwintheobald;MdL @CDU_FRAK_SAAR. Vorsitzender Innenausschuss. Agrar. Gesundheit. Kinderschutz. 3Mädelspapa. Dorfkind. Straßenwärter. Justizvollzugsbeamter. Ehrenamtler.;70792332;CDU
1127;johann_sandra;Sandra | 36, Saarländerin, Christdemokratin, Landtagsabgeordnete & Lehrerin im Herzen |;49765631;CDU
1128;TimoMildau;Abgeordneter im saarländischen Landtag;49443395;CDU
1129;SaschaZehner;"Christ - Abgeordneter im Saarländischen Landtag - Vorsitzender der CDU-Fraktion Saarbrücken: ""Für Freiheit muss man etwas wagen"" - Tweets Privatmeinung";47898894;CDU
1130;tobiashans;Mitglied des saarländischen Landtages  Impressum: https://t.co/l2IORPUuq2;19751955;CDU
1131;UlrichCommercon;Vorsitzender der @SPDFraktionSaar im Landtag des Saarlandes.;18250754;SPD
1132;Gemkow2020;Gemeinsam mit den Leipzigerinnen und Leipzigern möchte ich dieses neue Kapitel gestalten und kandidiere für das Amt des Oberbürgermeisters. #gemkow2020;1,20731E+18;CDU
1133;BarthMdl;"Abgeordneter der AfD im sächsischen Landtag. 

Haushalts- und Finanzpolitischer Sprecher

Vorsitz Auschuss Regionalentwicklung

Stadtrat in Dippoldiswalde";1,1764E+18;AfD
1134;gorskih_anna;Kinder-, Jugend- & Hochschulpolitik für @dielinke im Sächsischen Landtag.;1,14124E+18;DIE LINKE
1135;SebastianWippel;Mitglied des Sächsischen Landtags (#SaxLt) | Innenpolitscher Sprecher der @AfD_SLT | https://t.co/8bRGj1nJJR;1,08444E+18;AfD
1136;ToniMertsching;"Sprecherin für Umwelt-, Nachhaltigkeits- und Entwicklungspolitik, Fraktion DIE LINKE. Sachsen
#Strukturwandel #Landwirtschaft #Wald #changesystemnotclimate";1,03621E+18;DIE LINKE
1137;Gruen_WGuenther;Vize-Ministerpräsident Sachsen | Minister Sächsisches Staatsministerium für Energie, Klimaschutz, Umwelt und Landwirtschaft | @gruene_sachsen;1,00759E+18;Bündnis 90/Die Grünen
1138;AlexDierksMdL;Mitglied des Sächsischen Landtags & Generalsekretär der @cdusachsen;9,37762E+17;CDU
1139;AndreWendtMdL;"#AfD-Mitglied des Sächsischen Landtags #saxlt 
@AfD-SLT
Kreisvorsitzender AfD-Dresden";9,18032E+17;AfD
1140;Joerg_UrbanAfD;"#AfD-Landesvorsitzender #Sachsen & Fraktionsvorsitzender im #SaxLt |
https://t.co/G4jhZ3ccwM";8,8326E+17;AfD
1141;lucies_ecke;in Sachsen, Dresden zuhause || Leben: süße Hunde und junggrüne Politik - Landtagsabgeordnete 🌻💚 (sie/ihr);4010671571;Bündnis 90/Die Grünen
1142;Ka_Meier;Hier privat. #Sachsen #FrauenPower🌻💪⚖️🌈🇪🇺 https://t.co/wFvNPmuxaW;3672506723;Bündnis 90/Die Grünen
1143;NicoBruenler;"Dipl. Volkswirt, 
MdL @LINKE_LTSachsen";3358305904;DIE LINKE
1144;Andreas_Nowak14;Direkt gewählter Abgeordneter der CDU im Wahlkreis 29 Leipzig 3, Journalist, Verkehrspolitischer und Medienpolitischer Sprecher, Sächsischer Kultursenator;2828036595;CDU
1145;ricogebhardt;Gelernter Koch aus dem Erzgebirge, Fraktionsvorsitzender @LINKE_LTSachsen, vier Kinder, zwei Enkelkinder.;2594642870;DIE LINKE
1146;Marikat5;DIE LINKE Sachsen;2496972553;DIE LINKE
1147;FranziskaOL;Fraktionsvorsitzende BÜNDNIS 90/Die GRÜNEN Landtag Sachsen, Realpolitik, Finanzpolitik, Geografin, Bienenfreundin, Oberlausitz, katholische Fleischerstochter;2371919999;Bündnis 90/Die Grünen
1148;SoerenVoigt;Erster stellv. Fraktionsvorsitzender & Parlamentarischer Geschäftsführer der CDU-Fraktion im Sächsischen Landtag I Kreisrat im Vogtland;1451346528;CDU
1149;LuiseNeuhaus;Dritte Vizepräsidentin des Sächsischen Landtags & Sprecherin für Bildung und den Osten der Fraktion DIE LINKE. im Sächsischen Landtag und Präsidentin des SCV;898306712;DIE LINKE
1150;ChMelcher;Direkt gewählt in #Leipzig #Leipzigmitte für den #Landtag und Bildungspolitik für @saxgruen #Sachsen #fff #wirsindmehr #unteilbar  #usedom;875410448;Bündnis 90/Die Grünen
1151;AntjeFeiks;Landtagsabgeordnete DIE LINKE/ Medienpolitik / Ländliche Regionen / Tourismus / Netzpolitik / Datenschutz / MDR Rundfunkrätin;841491157;DIE LINKE
1152;HolgerMannLE;"Bundestagsabgeordneter @SPDde, Vorsitz @SPDLeipzig, 
Bildung, Forschung, Digitales 
Family Guy, Hobbykicker, Gesellschaftsspieler 
#InLeipzigzuHause";615488350;SPD
1153;dirkpanter;MdL #EinsatzFuerLeipzig, Vorsitzender der @spdsaxlt 🇪🇺 https://t.co/6idxq9pdDx;421749071;SPD
1154;MPKretschmer;Ministerpräsident Michael Kretschmer. Hier twittern der MP & die Pressestelle Staatskanzlei (SK). Impressum ab 13.12.2017: https://t.co/FQNIT4pSwX;393264968;CDU
1155;Huetter_Carsten;Verheiratet, 5 Kinder | Unternehmer | MdL in Sachsen | Bundesschatzmeister | Vorsitzender d. Mitglieder des Bundesvorstandes | https://t.co/H9XraD6ZgK;383215422;AfD
1156;ThomasLoeserDD;Lehrer/ #MdL @saxgruene/ Direktmandat #Dresden #Altstadt #Neustadt/ #Stadtrat/ #Wohnen #Stadtentwicklung #Baukultur #Denkmal #Bildung #Kultur #Antifaschist;382136566;Bündnis 90/Die Grünen
1157;VZschocke;Im Sächsischen Landtag als Sprecher für #Umwelt, #Naturschutz, #Landwirtschaft bei @SaxGruen📍Chemnitz, Erzgebirge | Stadtrat @chemnitzgruene  |  💚🚲;313911929;Bündnis 90/Die Grünen
1158;ClaudiaMaicher;MdL @SaxGruen | Direktmandat im #Leipzig|er Westen | Vorsitzende im Ausschuss für #Wissenschaft, #Hochschule, #Medien, #Kultur & Tourismus im Landtag Sachsen;236571835;Bündnis 90/Die Grünen
1159;Hoesl_MdL;"Mitglied des Sächsischen Landtages
Fraktion der CDU im Sächsischen Landtag";189983639;CDU
1160;luna_le;"Silence is a spectator of their crimes
MdL, Stadträtin & Aktivistin, still DIE LINKE 
Insta: https://t.co/M66q6sOxAL
Mastodon: @luna_le@don.linxx.net";82626630;DIE LINKE
1161;kerstinkoeditz;Hier bloggen Kerstin Köditz (MdL @LINKE_LTSachsen) und ihr Team. Sprecherin für #antifa|schistische Politik, #NSU|UA @sax_lt;62476514;DIE LINKE
1162;MeyerSt;Landtagsabgeordneter @CDU Fraktion Sachsen;57908908;CDU
1163;schullegr;1974 in Görlitz geboren und Mitglied des Sächsischen Landtages - Fraktion DIE LINKE;50787771;DIE LINKE
1164;MartinDulig;Ostbeauftragter der Bundes-SPD, stellv. Ministerpräsident des Freistaates Sachsen, Minister für Wirtschaft, Arbeit und Verkehr;50295629;SPD
1165;HenningHomann;Co-Vorsitzender der SPD Sachsen | MdL | Tischtennis | Schlagzeug | Physikpodcastfan | Vinylliebhaber;49591182;SPD
1166;AlbrechtPallas;Mitglied des sächsischen Landtags @spdsaxlt #saxlt Stadtvorsitzender der SPD Dresden @spd_dresden;48011376;SPD
1167;geertmackenroth;Jurist, MdL, Sächsischer Ausländerbeauftragter, hier privat unterwegs;34577535;CDU
1168;VaLippmann;"Mitglied Sächsischer Landtag, Parlamentarischer Geschäftsführer und Innenpolitischer Sprecher der Fraktion BÜNDNIS 90/DIE GRÜNEN @saxgruen
Foto: david-brandt.de";22483510;Bündnis 90/Die Grünen
1169;gerbsen;#nerd #climatejustice #science #langfristig #birder - 🦣 @Gerbsen@gruene.social - Mitglied d. Sächsischen Landtags - Digitalisierung, Klima & Energie 🌻👨🏻‍💻;21618444;Bündnis 90/Die Grünen
1170;BoehmeMarco;"parlamentarischer Geschäftsführer @linke_LTSachsen
Sprecher für Klimaschutz, Energie & Mobilität.
Klimaaktivist & Antifaschist. @linXXnet";21297432;DIE LINKE
1171;DetlefGurth;Landesvorsitzender Mittelstands - und Wirtschaftsvereinigung MIT Sachsen-Anhalt, Landtagsabgeordneter Sachsen-Anhalt;1,17076E+18;CDU
1172;brakebusch1;Präsidentin des Landtages von Sachsen-Anhalt a.D. Politikerin mit 🧡 und wohne in Harbke im Landkreis Börde;1,08601E+18;CDU
1173;afdgehlmann;Politiker, Mitglied im Kreistag Mansfeld-Südharz, Fraktionsvorsitzender Stadtrat Sangerhausen, 2016 bis 2021 Mitglied im Landtag Sachsen-Anhalt;9,48856E+17;AfD
1174;MonikaHohmann;Mitglied des Landtages Sachsen- Anhalt;9,44261E+17;DIE LINKE
1175;P_Plattform;Erster stellvertretender Vorsitzender der AfD Fraktion im Landtag von Sachsen-Anhalt.;9,28227E+17;AfD
1176;UlrichSiegmund;Vorsitzender @AfDFraktionLSA im LT von Sachsen-Anhalt (#LtLSA #AfD);7,93037E+17;AfD
1177;KerEisen;Mitglied Fraktion DIE LINKE im Landtag von Sachsen-Anhalt @LinksfraktionSt und des Parteivorstandes DIE LINKE;7,81783E+17;DIE LINKE
1178;KatjaPaehle;Vorsitzende @spd_lt_lsa, stellv. Vorsitzende @SPD_LSA, Präsidium & Parteivorstand @spdde. Katja Pähle & Team twittern gemeinsam. https://t.co/ndvIdMrADb;7,69547E+17;SPD
1179;VolkerOlenicak;Landtagsabgeordneter AfD Sachsen-Anhalt ( Direktmandat WK 29 );7,57586E+17;AfD
1180;Daniel_Roi_AfD;Daniel Roi, Abgeordneter im Landtag Sachsen-Anhalt, Stadtrat Bitterfeld-Wolfen und Kreistag Anhalt-Bitterfeld;7,57566E+17;AfD
1181;MatzeBuettner;#AfD-Fraktion Sachsen-Anhalt, Ausschussvorsitzender & Sprecher für Inneres & Sprecher für Verkehr, Kreisvorsitzender AfD Salzlandkreis, Stadtrat in Staßfurt;7,35218E+17;AfD
1182;spiegelbergafd;"Marcus Spiegelberg | MdL von Sachsen-Anhalt | Direktkandidat aus Weißenfels | Stellv. Landesvorsitzender der JA Sachsen-Anhalt | 
Teamtweets markiert mit *";7,3193E+17;AfD
1183;Borchert_CDU;Carsten Borchert #CDU MdL #SachsenAnhalt #Salzwedel #Altmark;7,26487E+17;CDU
1184;Kristin_Heiss;The world is wide from where you stand.;7,19243E+17;DIE LINKE
1185;jws_afd;"AfD LSA Landesvorstandsmitglied
https://t.co/esZZ1iwHG8…";3321753670;AfD
1186;PoggenburgAndre;Für Ausgleich mit Russland & Frieden in Europa. Gegen globale Gleichschaltung - Für echte Vielfalt, Tier- & Naturschutz und öko-soziale Marktwirtschaft. 🇩🇪;3295871251;AfD
1187;robert_farle;Bis zum 06. Juni 2021 Parlamentarischer Geschäftsführer der AfD-Fraktion Sachsen-Anhalt | Bundestagsabgeordneter für den Wahlkreis Mansfeld;2958611710;AfD
1188;DanielSzarata;"Oberbürgermeister der Kreisstadt #Halberstadt und ihrer Ortsteile, #CDU,  #Dom, #Harz, #SachsenAnhalt, #Germany 🇩🇪
MdL a.D. @cdufraktion_lsa / #ltlsa /";1098108288;CDU
1189;DrAndrSchmidt;Zusammen mit @JulianeKleemann Vorsitzender der @SPD_LSA, MdL in der @SPD_LT_LSA für Merseburg und den Saalekreis, Sprecher für Finanzpolitik;953735810;SPD
1190;Hobi99;"Sprecher Landwirtschaft #AfDLSA Beisitzer #AfDLSA Landesvorstand
Kreisschriftführer #KVABI Stadtrat #Raguhn-Jeßnitz Kuratoriumsmitglied LzpB LSA";249117089;AfD
1191;HenrietteQuade;Landtagsabgeordnete #ltlsa, @LinksfraktionST, Innenpolitische Sprecherin, Sprecherin für Asyl, Migration, Datenschutz. #Antifa;245275031;DIE LINKE
1192;angelagorr;Landtagsabgeordnete für den Wahlkreis Wernigerode, Stadt Oberharz am Brocken und Harzgerode;233952440;CDU
1193;doro_frederking;MdL Sachsen Anhalt /// B90/Grüne /// Energie, Agrar, Europa, Medien;223885688;Bündnis 90/Die Grünen
1194;WulfGallert;Abgeordneter der Fraktion DIE LINKE im Landtag von Sachsen-Anhalt und Vizepräsident des Landtages Sachsen-Anhalt.;211156251;DIE LINKE
1195;falkogrube;Magdeburger Kind I SPD-Landtagsabgeordneter I Stadtrat I SPD-Vorsitzender Magdeburg;185606466;SPD
1196;reinerhaseloff;Hier twittert der Ministerpräsident persönlich.;111282322;CDU
1197;SchulenburgCh;Kreisvors. CDU Stendal, Mitglied des Landtages in Sachsen-Anhalt - Wahlkreis Havelberg/Osterburg, innenpol. Sprecher der CDU- Landtagsfraktion, Polizeibeamter;86622690;CDU
1198;StefGeb;"Mitglied des Landtags Sachsen-Anhalt
Fraktion DIE LINKE 
Parlamentarischer Geschäftsführer 
MDR-Rundfunkrat";82568949;DIE LINKE
1199;olaf_meister;MdL in Sachsen-Anhalt (Bündnis 90/Die Grünen), Sprecher für Finanzen, Wirtschaft, Wissenschaft, Stadtrat in Magdeburg, Rechtsanwalt;79706063;Bündnis 90/Die Grünen
1200;MarcoTullner;CDU-Mitglied;76889057;CDU
1201;Eva0112;Fraktionsvorsitzende DIE LINKE. Landtag LSA, Netzwerk gegen Kinderarmut, Präsidium AWO;74135988;DIE LINKE
1202;AndreasSteppuhn;Bundesvorsitzender @Tafel_DE | MdB a.D. & MdL a.D.;58755867;SPD
1203;Connylue;Fraktionsvorsitzende Grüne Sachsen-Anhalt 🌻 | Klimaschutz, Mobilitätswende und Demokratiesicherung;56649516;Bündnis 90/Die Grünen
1204;ruedigererben;MdL, SPD, Läufer, Vorsitzender des Beirats des Mitteldeutschen BC;42477054;SPD
1205;HendrikLange;Mitglied der Fraktion DIE LINKE im Landtag von Sachsen-Anhalt;23094442;DIE LINKE
1206;StriegSe;"Sprecher für Innen-/Rechtspolitik sowie Digitalisierung von @gruenefraklsa. Katholischer Christ. Politik mit Haltung. he/his
#nonazis #Autokorrektur #Fahrradbus";20393167;Bündnis 90/Die Grünen
1207;BHerdejuergen;SPD-Landtagsfraktion Schleswig-Holstein, Parlamentarische Geschäftsführerin;8,30336E+17;SPD
1208;v_Wittgenstein;Offizieller Account von Doris v. Sayn-Wittgenstein, Thüringen, Facebook: https://t.co/LFzwRGbVG4;7,88421E+17;AfD
1209;JetteWaldinger;Landtagsabgeordnete SSW;7,8616E+17;SSW
1210;aminajxx;Ministerin für Soziales, Jugend, Familie, Senioren, Integration und Gleichstellung in Schleswig-Holstein;7,15529E+17;Bündnis 90/Die Grünen
1211;TobiasvdHeide;Als CDU-Abgeordneter vertrete ich die Interessen der schönen Fördestadt Kiel im schleswig-holsteinischen Landtag.;4861233617;CDU
1212;DABornhoeft;"Holsteiner-Jung, #FDP MdL 19.WP #LTSH und kämpft für wirksame Sozial- und Umweltpolitik und faire,innovative Gesellschaft 
#Gesundheit #SchleswigHolstein #Kiel";4854575801;FDP
1213;DGuenther_CDUSH;Ministerpräsident des Landes Schleswig-Holstein und Landesvorsitzender der @SH_CDU;3246262145;CDU
1214;harms_lars;Vorsitzender Südschleswigscher Wählerverband (SSW) im Schleswig-Holsteinischen Landtag - Politik, Nordfriesland, Friesland, Friesisch, Schleswig-Holstein, HSV.;3027936761;SSW
1215;ThomasHoelck;SPD, MdL;1720196706;SPD
1216;L_Petersdotter;📍Direkt gewählter Abgeordneter für Kiel-Nord. 🏛️ Landtag Schleswig-Holstein. 🌱 Grün. Fraktionsvorsitzender. 🔨 Sprecher für Wirtschaft und Arbeit.;1281030504;Bündnis 90/Die Grünen
1217;TobiasKoch;Mitglied des Landtages Schleswig-Holstein, CDU-Fraktionsvorsitzender;810780265;CDU
1218;StefanWeberSE;ehemaliger Landtagsabgeordneter aus dem Wahlkreis Segeberg West, Vorsitzender des OV Sievershütten, Bürgermeister der Gemeinde Sievershütten;595407924;SPD
1219;oleplambeck;https://t.co/K48LuvsD5H CDU-MdL in SH, Finanzpolitiker | Steuerberater;586769542;CDU
1220;martinhabersaat;Mitglied der SPD-Landtagsfraktion Schleswig-Holstein. Vorsitzender des Bildungsausschusses. Im Landtag für Reinbek, Glinde, Barsbüttel, Oststeinbek, Wentorf.;190179354;SPD
1221;Thomasrother;MdL für Lübeck - Sozi, Donaldist, Katzenfreund, Hundeskeptiker;61476951;SPD
1222;wolfgangbaasch;SPD / AWO SH , Donaldist, VfB-Fan,;59100258;SPD
1223;StephanHolowaty;FDP MdL SH (2017-2022), Digital Guy, #FreeUkraine #Bürgerrechte  #Innovation #Skydive|r #Travel @fdpfraktionsh #ltsh  #SaveMyInternet;29173958;FDP
1224;c_vogt;MdL | Vorsitzender @FDPFraktionSH | Mitglied @fdp-Bundesvorstand | Stv. Vorsitzender @fdp_sh;20974131;FDP
1225;Kumbartzky;MdL, Parlamentarischer Geschäftsführer der @FDPFraktionSH, Landesvorsitzender @FDP_SH;20759772;FDP
1226;LukasKilian;CDU-MdL in SH | designierter Generalsekretär @SH_CDU | Rechtsanwalt u. Notar | hier privat;18977248;CDU
1227;ekavonkalben;Vizepräsidentin #LTSH, Sprecherin für Europa, Religion und Minderheiten der Landtagsfraktion von @Gruene_SH 🌻;17267632;Bündnis 90/Die Grünen
1228;JanineMerz;Sozialdemokratin, Kommunalpolitikerin und Mitglied des Thüringer Landtages. Zuhause in der #Prachtregion.;1,33375E+18;SPD
1229;LutzLiebscher;MdL & stellv. Fraktionsvorsitzender @spdthl, Vorsitzender @spd_jena, Sprecher für Studium & Hochschule sowie Bau, Wohnen, Verkehr & Landwirtschaft;1,1522E+18;SPD
1230;UThrum;Wer kämpft kann verlieren, wer nicht kämpft hat schon verloren.;1,08774E+18;AfD
1231;PhilippWeltzien;Hier twittert das Social Media Team von Philipp Weltzien, Direktkandidat @dieLinke für die #Landtagswahl im Wahlkreis #Suhl,#ZellaMehlis und #Oberhof.;9,64949E+17;DIE LINKE
1232;NHoffmannAfDTh;"Diplom-Biologin
Abgeordnete Thüringer Landtag
Sprecherin für Umwelt, Naturschutz, Energie und Infrastruktur
Kreistag Hildburghausen
Kreisverband Südthüringen";9,55159E+17;AfD
1233;BlechschmidtA;Seit 2004 Abgeordneter im Thüringer Landtag, seit 2009 mit Direktmandat. Mein Team und ich meinen: Mehr Demokratie wagen - Politik muss erklären, nicht belehren;9,51081E+17;DIE LINKE
1234;KnieseTosca;#Unternehmerin #Politikerin (Mitglied des 7. Thüringer Landtags, BfTh) #liberal & #bürgerlich #Westfälin & #Thüringerin #privater Twitter-Account;9,21356E+17;AfD
1235;raymond_walk;Christdemokrat, MdL, Stv. Landesvorsitzender @cdu_thueringen, Stv. Fraktionsvorsitzender, Innenpolitischer Sprecher @cdu_fraktion_th;8,7454E+17;CDU
1236;Rene_Aust;Direkt gewählter Landtagsabgeordneter im Wahlkreis Schmalkalden – Meiningen II, stellvertretender Landessprecher der AfD Thüringen;8,68953E+17;AfD
1237;PatrickBeier93;"Mitglied des Thüringer Landtags|Sprecher für Verbraucherschutz|DIE LINKE. Thüringen|Kommunalpolitiker aus #Meiningen| 
https://t.co/4IMER6yAaN";8,55131E+17;DIE LINKE
1238;TorstenWolf_MdL;Mitglied des Thüringer Landtages, Bildungspolitischer Sprecher, Wahlkreis Jena I;8,27151E+17;DIE LINKE
1239;Denny_Jankowski;AfD Kreissprecher Gera-Jena-Saale-Holzland-Kreis (https://t.co/FURRanAK0T);8,10948E+17;AfD
1240;torben_braga;Mitglied des 7. Thüringer Landtags | 🇩🇪🇧🇷;7,87777E+17;AfD
1241;laura_wahl_;Mitglied des Thüringer Landtags @gruenethl • Sprecherin für Mobilität, Energie, Klima&Umwelt, Gleichstellung 🏳️‍🌈 • Erfurter Stadträtin;3290227454;Bündnis 90/Die Grünen
