,user,profile
983,Dr_Pantazis,Bundestagsabgeordneter für #Braunschweig • Vorsitzender @spdbraunschweig • Arzt • Mitglied im #Gesundheitsausschuss • Stv. Sprecher #Gesundheitspolitik @spdbt
984,eva_viehoff,"MdL Niedersachsen, BÜNDNIS 90 / DIE GRÜNEN, WK 59 Unterweser, #Wissenschaft, #Kultur, #Arbeitsmarkt, #Tourismus, #lebenslanggrünweiss"
985,OlafLies,"Niedersächsischer Minister für Wirtschaft, Verkehr, Bauen und Digitalisierung"
986,FHeiligenstadt,"MdB seit 10/2021 im Wahlkreis 52 Goslar-Northeim-Osterode, von 2003 bis 2021 MdL in Nds., SPD Fraktion, von 2013 bis 2017 Kultusministerin in Nds."
987,Axel_Miesner,"Landtagsabgeordneter, Kreistag Osterholz, Gemeinderat Lilienthal"
988,williehamburg,"Stellvertretende Ministerpräsidentin Niedersachsens, Kultusministerin und direkt gewählte grüne Landtagsabgeordnete für den Wahlkreis Hannover-Mitte."
989,ThomasKutschaty,"Stellv.  Vorsitzender @spdde | #Essen, #SPD"
990,johannes_remmel,Staatsminister a. D. Impressum: https://t.co/pGAp3VWaXS…
991,Ruediger_Weiss,Europa und Internationales || Nachhaltigkeit || Bildung || Sport
992,Heike_Wermer,"CDU-Landtagsabgeordnete für Ahaus, Gronau, Heek, Schöppingen, Stadtlohn und Vreden - im schönen Münsterland."
993,MdlMarc,Mitglied des Landtag Nordrhein-Westfalen
994,MartinaHannen,Freie Demokratin (FDP). Fraktionsvorsitzende der FDP im Rat der Stadt Lage.
995,m_dueker,Langjährige Politikerin der Grünen in NRW
996,sonjabongers,Landtagsabgeordnete für Alt-Oberhausen und Osterfeld #SPD #SicherheitinNRW #GutePersonalpolitik
997,ChristianBlex,"Landtagsabgeordneter #NRW |
Kreissprecher im AfD-Kreisverband Warendorf"
998,Strotebeck_AfD,"Herbert #Strotebeck, @AfD_FraktionNRW-MdL | 2tAcc.: @Strotebeck_MdL | Bitte folgen Sie auch @AfDMettmann & @AfDFilme! #AfDwirkt #Mettmann"
999,thomasroecke,"55Jahre, verheiratet, vier Kinder|"
1000,MuellerWitt_MdL,"Abgeordnete für Heiligenhaus, Ratingen und Teile Mülheims
Stv. Vorsitzende der SPD-Fraktion NRW für Haupt-, Innen-, Petitions- &  Rechtausschuss"
1001,_SimoneWendland,"Simone Wendland Landtagsabgeordnete NRW Wahlkreis Münster I Rechtsanwältin, Wanderin zwischen den Welten"
1002,Vincentz_AfD,Vorsitzender der AfD Landtagsfraktion NRW und des Landesverbandes der AfD NRW
1003,stefanlenzennrw,Vorsitzender der FDP-Fraktion im Kreistag Heinsberg | Mitglied des Landtags NRW 2017-2022
1004,Schmeltzer_NRW,Mitglied des Landtags NRW für #Lünen #Selm und #Werne
1005,TrolesHeike,"direkt gewählte Landtagsabgeordnete für den Wahlkreis 45 Dormagen, Grevenbroich & Rommerskirchen   Sprecherin der  CDU Fraktion für Frauen & Gleichstellung"
1006,ALueckMdL,SPD-Landtagsabgeordnete für #Loehne #Roedinghausen #Buende #Kirchlengern #Spenge #BadOeynhausen
1007,CDahmMdL,SPD-Landtagsabgeordneter für #Enger #Herford #Hiddenhausen und #Spenge & stellvertretender Vorsitzender der Landtagsfraktion
1008,jochen_klenner,"Landtagskandidat der CDU aus Mönchengladbach, Jahrgang 1978, Themen: Sicherheit / Ordnung, Wirtschaft / Infrastruktur, Bildung / Familie"
1009,AnjaButschkau,"Seit 2017 SPD-Abgeordnete im Landtag von Nordrhein-Westfalen. Sprecherin der SPD-Landtagsfraktion für Gleichstellung und Frauen, Mitglied im Umweltausschuss."
1010,PatriciaPeill,Ich bin NRW-Landtagsabgeordnete aus und für den Wahlkreis 11/Düren I (Nordkreis Düren Jülich) Impressum: https://t.co/yfMBDrB5YH
1011,OKehrl,"CDU Köln, Mitglied des Landtags NRW 2017-2022"
1012,Gebauer_CDU,"Landtagsabgeordnete NRW📍Troisdorf, Niederkassel, Sankt Augustin-Menden • Fraktionsvorsitzende CDU Troisdorf"
1013,Fabian_Schrumpf,NRW Landtagsabgeordneter für den Essener Süden | Sprecher für Bauen 🏗 und Wohnen 🏡 der CDU Landtagsfraktion | Vater von vier Töchtern 👨‍👩‍👧‍👧👶🏼👶🏼
1014,HendrikWuest,"hier twittern Hendrik Wüst, Ministerpräsident des Landes Nordrhein-Westfalen + Landesvorsitzender der CDU NRW, und sein Team."
1015,WatermannKrass,Politik News Politik & Staat Umwelt & Soziales Soziales Landtag SPD
1016,RogerBeckamp,"Immer schön bei der Wahrheit bleiben; Obmann im Ausschuss für Wohnen, Stadtentwicklung, Bauwesen… ; Vorsitzender der deutsch-iranischen Parlamentariergruppe"
1017,LangguthAlex,When things go bad - don‘t go with them.
1018,mue_re,"MdL @fdpfraktionnrw | 📣 Schule, Gleichstellung & Queer | @mue_re auf Insta 📸| #BonnUltra | she/her | Straight Ally 🏳️‍🌈🏳️‍⚧️ | Effzeh | Rheuma | #NAFO"
1019,NicVogel_AfD,Landtagsabgeordneter der @AlternativeNRW im #ltnrw. Fraktion der #AfD #NRW: @AfD_FraktionNRW. | Stellv. Sprecher des AfD KV #Düsseldorf.
1020,berivan_aymaz,"Vizepräsidentin @Landtag_NRW, Abgeordnete für Köln @GrueneFrakNRW, Sprecherin für #Europa, #EineWelt & #Internationales, politische Patin für #MojganKavoosi"
1021,DuesselSchmitz,"MdL für den Düsseldorfer Osten. Sprecher im Ausschuss für Arbeit, Gesundheit und Soziales. Es twittern er selbst (MS) und sein Team (TS)"
1022,ThomasNueckel,"Medien- und Kulturpolitiker der FDP sowie Experte für Verkehrsthemen (""Bahn-Nerd""). Beruf: Freier Journalist & Sprecher"
1023,BjoernFranken,"Papa, Familienmensch, BVB-Fan und politischer Überzeugungstäter"
1024,Loose_AfD,"Mitglied des Landtags NRW Sprecher für Wirtschaft und Energie der AfD Fraktion
Dipl.-Kfm.
https://t.co/gk7rdXDKE3
https://t.co/JvnRvcPIdR"
1025,baran_volkan,"SPD Landtagsabgeordneter für dortmund II (Eving, Nordstadt und Innenstadt Ost) #landtagnrw #nrw #ltnrw #nrwspd"
1026,MarcusPretzell,"Vater von 6 Kindern, Rechtsanwalt, pro Kernkraft, free market, Abtreibungskritik, keine Migration in Sozialsysteme, keine Quoten, Kleinstaatbefürworter"
1027,mostofiz,Mehrdad Mostofizadeh MdL Parlamentarischer Geschäftsführer der @gruenefraknrw
1028,becker_horst,"PStS i.R., Kreistagsmitglied Rhein-Sieg-Kreis und Stadtrat Lohmar"
1029,c_kampmann,"Staatsministerin a.D., MdL NRW, innenpolitische Sprecherin SPD-Landtagsfraktion, Wahlkreis Bielefeld I; hier auch privat"
1030,MOptendrenk,"Niederrheiner. hier politisch, privat, als Mensch. Interesse: Entwicklungen vom Heimatort bis Europa und international. RT nicht notwendigerweise meine Meinung."
1031,SusaSchneider,"Mitglied des Landtags NRW | Sprecherin für Arbeit, Gesundheit und Soziales der @FDPFraktionNRW"
1032,DietmarPanske,Münsterländer / Abgeordneter Landtag NRW / Innenpolitiker / Vorsitzender Untersuchungsausschuss LÜGDE / Obmann für Integration und Flucht /Captain ret.
1033,Chris_Rasche,Vizepräsident LT NRW. Sprecher Verkehr + Sport FDP-LTF NRW. Es twittern CR und sein Team. Impressum: https://t.co/lLXG5PiBJJ
1034,philipp_fuer_DU,Landtagsabgeordnete | Geographin | Parlamentarische Geschäftsführerin der @spd_fraktion_nw | Duisburgerin
1035,AndreasBeckerRE,"Ehemaliger Landtagsabgeordneter, Ratsmitglied, Sozialdemokrat, Hier auch als radelnder Familienmensch mit Hund, Camper und bekennender Schalker unterwegs."
1036,santosherrmann,"Familienmensch, Senior Advisor MITMACHT GmbH, Berlin // #mobility AR-Vors. HGK-AG // SPD // nur persönliche Ansichten // https://t.co/gHfOiDFblP"
1037,JosefinePaul,"Ministerin für Kinder, Jugend, Familie, Gleichstellung, Flucht und Integration des Landes Nordrhein-Westfalen. Hier privat."
1038,StefanZimkeit,#NRW-Landtagsabgeordneter für #Dinslaken und #Sterkrade · Finanzpolitischer Sprecher der @spd_fraktion_nw im #ltnrw
1039,sebwatermeier,Mitglied des Landtags NRW für den WK 75 Gelsenkirchen II
1040,norwichruesse,"Mitglied des Landtags NRW, Sprecher für Landwirtschaft, Naturschutz, Umweltschutz, Tierschutz und  Verbraucherschutz der GRÜNEN Fraktion"
1041,Alexbrockmeier,Mitglied des Landtags Nordrhein-Westfalen | Jüngster Abgeordneter | 27 | Freie Demokraten | Jura-Student | Insta: _brockmeier
1042,twittschler,"Stellvertretender Vorsitzender der AfD-Fraktion im Landtag NRW
und stellv. Sprecher der AfD NRW

RT ≠ Endorsement"
1043,JoachimStamp,"Staatsminister a.D., hier privat"
1044,JosefSPD,"Abgeordneter im Landtag NRW. Mitglied der SPD Fraktion. Soziales, Arbeit, Gesundheit, Inklusion, Europa, Internationales"
1045,GregorGolland,Stellv. Vorsitzender der CDU Landtagsfraktion Nordrhein-Westfalen
1046,Daniel_Sieveke,"👨🏻‍💻 Staatssekretär im MHKBD_NRW
🚀 Stellvertretender Vors. cdunrw_de
🌞 Vorsitzender des #CDU SV #Paderborn"
1047,alexander_vogt,"Landtagsabgeordneter #NRW, stellv. Vorsitzender der @spd_fraktion_nw, #Transformation, #Rundfunkrat @wdr, #ltnrw #spd #politik"
1048,GordanDudas,Mitglied des Landtags NRW - NRWSPD-Fraktion
1049,IbrahimYetim,"Offizieller Account von Ibrahim Yetim,  Ex-Landtagsabgeordneter, Bergmann, Geschäftsführer der Urbane Zukunft Ruhr GmbH"
1050,voussem,Mitglied des Landtags NRW (CDU) Stellv. Vorsitzender der CDU Landtagsfraktion NRW
1051,Michael_Huebner,Manager Wasserstoff bei der DBI | https://t.co/QoFkeYneS9 | Wirtschaftspolitischer Sprecher der SPD im Regionalverband Ruhr
1052,fortmeier2,"SPD-Landtagskandidat für den Wahlkreis 94 (Borgholzhausen, Halle Westfalen, Steinhagen, Versmold, Werther, Dornberg, Jöllenbeck)"
1053,Dennis_Maelzer,Im Landtag für Lippe. 👨‍👩‍👧‍👦👩‍👦👨‍👦👩‍👩‍👧‍👧 Familienpolitischer Sprecher der SPD-Landtagsfraktion NRW 🟥- mit ausgefallenem ⚽️ Fußballgeschmack.
1054,RainerDeppe,"Vorsitzender des Regionalrates Köln, Kreisvorsitzender der Schutzgemeinschaft Deutscher Wald, Landtagsabgeordneter 2005-2022"
1055,Ruediger_Scholz,Landtagsabgeordneter und Ratsmitglied der Stadt Leverkusen
1056,ingeblask,"Landtagsabgeordnete der SPD für Hemer, Menden, Balve, Neuenrade und Plettenberg #landtagnrw #ltnrw #nrwspd #märkischerkreis"
1057,svenwolf,Landtagsabgeordneter seit 2010. #Remscheid und #Radevormwald. #LtNRW #NRW #NRWSPD #Spd-Fraktion-nrw
1058,marc_herter,Oberbürgermeister in Hamm und InterimsLandesvorsitzender der NRWSPD. -hier privat unterwegs-
1059,marcelhafke,"Vater, FDP Politiker, Parlamentarischer Geschäftsführer FDP-Landtagsfraktion, Vorsitzender FDP Wuppertal"
1060,lorenzdeutsch,"Demokratie braucht Kultur! Altgermanist, Leiter THA, Vors. FDP Köln, kulturpolit. Sprecher FDP-Ratsfraktion Köln, Vorsitzender Liberale Freunde Israels 🇮🇱"
1061,HendrikSchmitz,"MdL NRW, CDU Kreisvorsitzender Aachen Land, Ackerbauer"
1062,MarcLuerbke,Mitglied des Landtags NRW |  Stellvertretender Vorsitzender und innenpolitischer Sprecher der FDP-Landtagsfraktion NRW
1063,EWiRahe,"SPD-Landtagsabgeodneter für den Kreis Minden-Lübbecke. Sozialarbeiter, bis Mai/2012: Fachreferent beim Paritätischen Wohlfahrtsverband NRW"
1064,marcovoge,"Sauerländer, Borussia Dortmund, Iserlohn Roosters, St. Hubertus Schützenbruderschaft Mellen, Ortsvorsteher Mellen, Stadtrat Balve, Kreistag Märkischer Kreis"
1065,st_kaemmerling,"Sozialdemokrat | MdL im #ltnrw für Eschweiler, Monschau, Roetgen, Simmerath und Stolberg | Landesgeschäftsführer der NRWSPD"
1066,brockes,"Mitglied des Landtags Nordrhein-Westfalen | Liberale Politik für den Niederrhein | Sprecher für Wirtschaft, Energie, Klima, Umwelt und Landwirtschaft"
1067,ChristianMangen,"Hier twittert Christian Mangen,  FDP Mülheim"
1068,bodoloettgen,Mitglied des Landtags für die CDU im Landtag Nordrhein-Westfalen ▪️2012 -   2017 Generalsekretär CDU NRW ▪️2017 - 2022 Fraktionsvorsitzender
1069,henninghoene,Landesvorsitzender @fdp_nrw | Fraktionsvorsitzender @FDPFraktionNRW | #NRW | #Münsterland | Kreis #Coesfeld
1070,flobraun,Faible für Digitales. Treckerfahrer. Kölner (also Karnevalist). Engagiert in der Politik. Mitglied des Landtags #NRW. Vorsitzender Ausschuss Schule & Bildung.
1071,frank_mueller,Landtagsabgeordneter für den Essener Osten im #ltnrw und bei @spd_fraktion_nw 🇪🇺🏳️‍🌈
1072,Engstfelder,"Landtagsabgeordneter & Vorsitzender im Ausschuss für 
Europa und Internationales der GRÜNEN Landtagsfraktion NRW. Begeisterter Europäer und Düsseldorfer. 🇪🇺🌻"
1073,Arndt_Klocke,Landtag @GrueneFrakNRW 👉Abgeordneter für Köln Ehrenfeld/Nippes🌻Themen: Wohnen/Mobilität/Mentale Gesundheit/Queer 🌈👉Radfahrer 🚲 Kino/Kunst/Kultur 🎥
1074,wibkegt,Fraktionsvorsitzende der GRÜNEN im Landtag NRW
1075,matthi_bolte,Unternehmer in Schleswig-Holstein
1076,schaeffer_nrw,Fraktionsvorsitzende @GrueneFrakNRW / #GegenRechtsextremismus #noafd #Polizei #Feuerwehr #Bürgerrechte / Vereinbarkeit Politik&Familie
1077,RainerMatheisen,"Honorarkonsul der Republik Korea,
Kuratorium Aidshilfe NRW"
1078,jochenott,Fraktionsvorsitzender der @spd_fraktion_nw im Landtag NRWs
1079,LeifertBublies,MdL aus Rheinland Pfalz
1080,nico_steinbach,-Abgeordneter im Landtag Rheinland-Pfalz (WK Bitburg-Prüm)     -Landesgeschäftsführer der SGK Rheinland-Pfalz
1081,NinaKlinkel,"Landtagsabgeordnete, überzeugte Sozialdemokratin, praktizierende Rheinhessin, Kaffee-Enthusiastin, Weinliebhaberin"
1082,JoachimPaul_AfD,"@AfDFraktionRLP | Stadtrat Koblenz | Antifa KO: ""Spiritus rector der Deutsch-Nationalen"". | Linke NR: ""Keinesfalls strategische Niete"" | Burschenschafter"
1083,Jan_Bollinger,Mitglied des #LtRLP | Parlamentarischer Geschäftsführer der @AfDFraktionRLP | Mitglied des Landesvorstands der @RLP_AfD |   Account im Aufbau
1084,BernhardBraunLT,"Rheinland-Pfälzer, Fraktionsmitglied von @grueneltrlp, #insGelingenverliebt"
1085,JohannesKlomann,Mitglied des Stadtrats der Landeshauptstadt #Mainz. Sozialdemokrat.
1086,SPD_AndreasRahm,"Humor, menschliches Verständnis und Toleranz, sind das Rezept, mit dessen Hilfe Probleme gelöst werden | Landtagsabgeordneter RLP u.Fraktionsvorsitzender SPD KL"
1087,MiWae21,MdL #LTRLP #Landtag #RLP der #CDUFraktionrlp Beauftragter für #Pflege #Pflegepolitik pro #Pflegekammer #cdurlp #kreisaltenkirchen #cduak #MiWae21 #wegenmorgen
1088,AnklamTrapp,"SPD-Landtagsabgeordnete für den Wahlkreis Rhein-Selz/Wonnegau im schönen Rheinhessen, für Sie ansprechbar. #FraktionRLPSPD  Sprecherin für Gesundheitspolitik."
1089,KazunguHass,"#Schule #Bildung #Schulleitung //
ehemalige MdL in RLP, lebt und arbeitet in Berlin"
1090,J_Denninghoff,Mitglied des Landtages in Rheinland-Pfalz
1091,Damian_Lohr,"Parlamentarischer Geschäftsführer der AfD im Landtag RLP, ehemaliger Bundesvorsitzender der Jungen Alternative, Vorstandsmitglied der AfD RLP"
1092,Marcruland,"Generalsekretär der @spdrlp, Vorsitzender SPD MYK, Mitglied Kreistag MYK und Stadtrat Andernach"
1093,GerdSchreiner,Für ein @gutesmorgenmainz im @ltrlp // 🌍Klima 🌞Energie 🚀Mobilität // für @cdufraktionrlp Umwelt🐝Landwirtschaft🍎🍇🌳 https://t.co/Y6GDTeKUbP
1094,ElfriedeMeurer,CDU Landtagsabgeordnete im Altkreis Wittlich
1095,HediThelen,"CDU Landtagsabgeordnete in Rheinland-Pfalz, Mitglied im Ausschuss und Sprecherin für Gesundheit, Pflege und Demografie, Ausschuss Arbeit und Soziales"
1096,GordonSchnieder,"📍Birresborn
🗳️ Wahlkreis Vulkaneifel
                    🤝 Vorsitzender @cdufraktionrlp | Generalsekretär @cdurlp | Landesvorsitzender KPV RLP"
1097,Beneoster,MdL in Rheinland-Pfalz
1098,Sabine_Baetzing,Fraktionsvorsitzende der SPD-Landtagsfraktion Rheinland-Pfalz
1099,hendrikhering,"Präsident des Landtags Rheinland-Pfalz, Kreistagsmitglied im Westerwaldkreis, Staatsminister a.D."
1100,ChBaldauf,"Christian Baldauf MdL, Fachanwalt für Arbeitsrecht, Vorsitzender der CDU-Landtagsfraktion
https://t.co/BAUyudIE67…"
1101,MarcoWeberEifel,"Freie Demokraten, MdL #FDP
Parlamentarischer Geschäftsführer
Agrarpolitischer Sprecher
Fachausschuss für #Umwelt #Energie #Ernährung #Landwirtschaft #Weinbau"
1102,steven_wink,"Ehemann, Papa, Master im Steuerbereich, Gründer, Mitglied des Landtag RLP. In der Freizeit Jugend-Fußball-Trainer, Hobby-Handwerker und Weinliebhaber."
1103,SvenLefkowitz,"Einrichtungsleiter, Ex-MdL, Fraktionsvorsitzender im Stadtrat und stellv. Vorsitzender im Kreistag #spd #neuwied #rheinlandpfalz OVV #vdk Hier privat unterwegs"
1104,wolfschwarz,Kriminalbeamter a.D. (Diplom Verwaltungsfachwirt FH) Abgeordneter des Landtages Rheinland-Pfalz
1105,EllenDemuth,Landtagsabgeordnete in Rheinland-Pfalz | CDU | Stellvertretende Fraktionsvorsitzende CDU-Landtagsfraktion. Mitglied SWR-Rundfunkrat.
1106,JJRauschkolb,stellv. Vorsitzende der SPD Landtagsfraktion RLP #pfälzerin #donnersbergkreis #leiningerland
1107,katharina_binz,"Ministerin für Familie, Frauen, Kultur, Integration des Landes Rheinland-Pfalz | she / her  | 💚"
1108,MichaelHuettner,Landtagsabgeordneter für Bingen | Gau-Algesheim | Sprendlingen-Gensingen | Rhein-Nahe
1109,HansJosefBracht,🚴‍♂️ VOR-TOUR der Hoffnung • 💪🏻 Mitglied @CDU • 🗳 1996-2021 @ltrlp-Abgeordneter • 🏛 Landtagsvizepräsident a.D.
1110,MartinBrandl,Landtagsabgeordneter RLP und PGF CDU-Fraktion
1111,MartinHaller,"Landtagsabgeordneter in RLP, Parlamentarischer Geschäftsführer der SPD-Landtagsfraktion, Christ, dem 1.FC Kaiserslautern verfallen, Trompeter, 100% Pfälzer!"
1112,PiaSchellhammer,"Fraktionsvorsitzende @GrueneLtRLP 🦾 Haushalt, Digitales, Kommunen 🌱 sie/ihr"
1113,hjnoss,"SPD-Landtagsabgeordneter RLP, Innenpolitischer Sprecher der SPD-Landtagsfraktion, SPD-Kreisvorsitzender Birkenfeld, E-Mail: Hans-Juergen.Noss@spd.landtag.rlp.de"
1114,SvenTeuber,Landtagsabgeordneter für #Trier @ltrlp // Sprecher für Bildung @spdfraktionrlp // Partei&Fraktionsvorsitzender #SPD #Trier // Landesvorstand SPD #RLP @spdrlp
1115,daniel_koebler,"MdL GRÜNE im Landtag Rheinland-Pfalz, Stadtrat in Mainz, Ortsvorsteher Mainz-Oberstadt, Politologe, 3facher Papa, Fußballer, Hip-Hopper"
1116,Alex_Schweitzer,Sozialdemokrat. Pfälzer. Minister für #Arbeit #Soziales #Transformation und #Digitalisierung. Für die #Südpfalz im Landtag #RLP. 1.FC Kaiserslautern und 🌱
1117,lutzhecker_mdl,"Lutz Hecker, für das #Saarland und die #AfD im Landtag des Saarlandes"
1118,DennisLander,Medizinstudent und ehemaliges Mitglied des saarländischen Landtages (MdL) @LinksfraktionSL
1119,reinerzimmerhsw,"Dipl.-Ing., Ehemann, Familienvater, Ortsvorsteher von Wahlschied, Fraktionssprecher im Gemeinderat, Kandidat für den Landtag, Ehrenämtler mit ganzem Herzen"
1120,kurtz_hp,Abgeordneter des saarländischen Landtages.Wirtschaftlicher Sprecher der SPD Landtagsfraktion
1121,Juergen_Renner,"Aufklärung, es geht immer um Aufklärung.🏳️‍🌈 🇪🇺 Saarländer. Sozi."
1122,AnkeRehlinger,Mit Kraft und Herz für das Saarland. Ministerpräsidentin des Saarlandes. SPD-Landesvorsitzende. Stellv. SPD-Bundesvorsitzende. Kulturbevollmächtigte 🇩🇪 🇫🇷.
1123,Stephan_Toscani,Infos zu meiner Arbeit als Landesvorsitzender der CDU Saar und FraktionsChef im Saarländischen Landtag. Impressum: https://t.co/o60dDixrS3
1124,MarcSpeicher,"🇩🇪🇪🇺 Im CDU-Bundesvorstand | Landtagsabgeordneter Saarland, Vorsitzender Haushaltsprüfungsausschuss | Vorsitzender CDA Saar & CDU Saarlouis"
1125,klausbouillon,Saarländischer Minister für Inneres und Sport
1126,alwintheobald,MdL @CDU_FRAK_SAAR. Vorsitzender Innenausschuss. Agrar. Gesundheit. Kinderschutz. 3Mädelspapa. Dorfkind. Straßenwärter. Justizvollzugsbeamter. Ehrenamtler.
1127,johann_sandra,"Sandra | 36, Saarländerin, Christdemokratin, Landtagsabgeordnete & Lehrerin im Herzen |"
1128,TimoMildau,Abgeordneter im saarländischen Landtag
1129,SaschaZehner,"Christ - Abgeordneter im Saarländischen Landtag - Vorsitzender der CDU-Fraktion Saarbrücken: ""Für Freiheit muss man etwas wagen"" - Tweets Privatmeinung"
1130,tobiashans,Mitglied des saarländischen Landtages  Impressum: https://t.co/l2IORPUuq2
1131,UlrichCommercon,Vorsitzender der @SPDFraktionSaar im Landtag des Saarlandes.
1132,Gemkow2020,Gemeinsam mit den Leipzigerinnen und Leipzigern möchte ich dieses neue Kapitel gestalten und kandidiere für das Amt des Oberbürgermeisters. #gemkow2020
1133,BarthMdl,"Abgeordneter der AfD im sächsischen Landtag. 

Haushalts- und Finanzpolitischer Sprecher

Vorsitz Auschuss Regionalentwicklung

Stadtrat in Dippoldiswalde"
1134,gorskih_anna,"Kinder-, Jugend- & Hochschulpolitik für @dielinke im Sächsischen Landtag."
1135,SebastianWippel,Mitglied des Sächsischen Landtags (#SaxLt) | Innenpolitscher Sprecher der @AfD_SLT | https://t.co/8bRGj1nJJR
1136,ToniMertsching,"Sprecherin für Umwelt-, Nachhaltigkeits- und Entwicklungspolitik, Fraktion DIE LINKE. Sachsen
#Strukturwandel #Landwirtschaft #Wald #changesystemnotclimate"
1137,Gruen_WGuenther,"Vize-Ministerpräsident Sachsen | Minister Sächsisches Staatsministerium für Energie, Klimaschutz, Umwelt und Landwirtschaft | @gruene_sachsen"
1138,AlexDierksMdL,Mitglied des Sächsischen Landtags & Generalsekretär der @cdusachsen
1139,AndreWendtMdL,"#AfD-Mitglied des Sächsischen Landtags #saxlt 
@AfD-SLT
Kreisvorsitzender AfD-Dresden"
1140,Joerg_UrbanAfD,"#AfD-Landesvorsitzender #Sachsen & Fraktionsvorsitzender im #SaxLt |
https://t.co/G4jhZ3ccwM"
1141,lucies_ecke,"in Sachsen, Dresden zuhause || Leben: süße Hunde und junggrüne Politik - Landtagsabgeordnete 🌻💚 (sie/ihr)"
1142,Ka_Meier,Hier privat. #Sachsen #FrauenPower🌻💪⚖️🌈🇪🇺 https://t.co/wFvNPmuxaW
1143,NicoBruenler,"Dipl. Volkswirt, 
MdL @LINKE_LTSachsen"
1144,Andreas_Nowak14,"Direkt gewählter Abgeordneter der CDU im Wahlkreis 29 Leipzig 3, Journalist, Verkehrspolitischer und Medienpolitischer Sprecher, Sächsischer Kultursenator"
1145,ricogebhardt,"Gelernter Koch aus dem Erzgebirge, Fraktionsvorsitzender @LINKE_LTSachsen, vier Kinder, zwei Enkelkinder."
1146,Marikat5,DIE LINKE Sachsen
1147,FranziskaOL,"Fraktionsvorsitzende BÜNDNIS 90/Die GRÜNEN Landtag Sachsen, Realpolitik, Finanzpolitik, Geografin, Bienenfreundin, Oberlausitz, katholische Fleischerstochter"
1148,SoerenVoigt,Erster stellv. Fraktionsvorsitzender & Parlamentarischer Geschäftsführer der CDU-Fraktion im Sächsischen Landtag I Kreisrat im Vogtland
1149,LuiseNeuhaus,Dritte Vizepräsidentin des Sächsischen Landtags & Sprecherin für Bildung und den Osten der Fraktion DIE LINKE. im Sächsischen Landtag und Präsidentin des SCV
1150,ChMelcher,Direkt gewählt in #Leipzig #Leipzigmitte für den #Landtag und Bildungspolitik für @saxgruen #Sachsen #fff #wirsindmehr #unteilbar  #usedom
1151,AntjeFeiks,Landtagsabgeordnete DIE LINKE/ Medienpolitik / Ländliche Regionen / Tourismus / Netzpolitik / Datenschutz / MDR Rundfunkrätin
1152,HolgerMannLE,"Bundestagsabgeordneter @SPDde, Vorsitz @SPDLeipzig, 
Bildung, Forschung, Digitales 
Family Guy, Hobbykicker, Gesellschaftsspieler 
#InLeipzigzuHause"
1153,dirkpanter,"MdL #EinsatzFuerLeipzig, Vorsitzender der @spdsaxlt 🇪🇺 https://t.co/6idxq9pdDx"
1154,MPKretschmer,Ministerpräsident Michael Kretschmer. Hier twittern der MP & die Pressestelle Staatskanzlei (SK). Impressum ab 13.12.2017: https://t.co/FQNIT4pSwX
1155,Huetter_Carsten,"Verheiratet, 5 Kinder | Unternehmer | MdL in Sachsen | Bundesschatzmeister | Vorsitzender d. Mitglieder des Bundesvorstandes | https://t.co/H9XraD6ZgK"
1156,ThomasLoeserDD,Lehrer/ #MdL @saxgruene/ Direktmandat #Dresden #Altstadt #Neustadt/ #Stadtrat/ #Wohnen #Stadtentwicklung #Baukultur #Denkmal #Bildung #Kultur #Antifaschist
1157,VZschocke,"Im Sächsischen Landtag als Sprecher für #Umwelt, #Naturschutz, #Landwirtschaft bei @SaxGruen📍Chemnitz, Erzgebirge | Stadtrat @chemnitzgruene  |  💚🚲"
1158,ClaudiaMaicher,"MdL @SaxGruen | Direktmandat im #Leipzig|er Westen | Vorsitzende im Ausschuss für #Wissenschaft, #Hochschule, #Medien, #Kultur & Tourismus im Landtag Sachsen"
1159,Hoesl_MdL,"Mitglied des Sächsischen Landtages
Fraktion der CDU im Sächsischen Landtag"
1160,luna_le,"Silence is a spectator of their crimes
MdL, Stadträtin & Aktivistin, still DIE LINKE 
Insta: https://t.co/M66q6sOxAL
Mastodon: @luna_le@don.linxx.net"
1161,kerstinkoeditz,"Hier bloggen Kerstin Köditz (MdL @LINKE_LTSachsen) und ihr Team. Sprecherin für #antifa|schistische Politik, #NSU|UA @sax_lt"
1162,MeyerSt,Landtagsabgeordneter @CDU Fraktion Sachsen
1163,schullegr,1974 in Görlitz geboren und Mitglied des Sächsischen Landtages - Fraktion DIE LINKE
1164,MartinDulig,"Ostbeauftragter der Bundes-SPD, stellv. Ministerpräsident des Freistaates Sachsen, Minister für Wirtschaft, Arbeit und Verkehr"
1165,HenningHomann,Co-Vorsitzender der SPD Sachsen | MdL | Tischtennis | Schlagzeug | Physikpodcastfan | Vinylliebhaber
1166,AlbrechtPallas,Mitglied des sächsischen Landtags @spdsaxlt #saxlt Stadtvorsitzender der SPD Dresden @spd_dresden
1167,geertmackenroth,"Jurist, MdL, Sächsischer Ausländerbeauftragter, hier privat unterwegs"
1168,VaLippmann,"Mitglied Sächsischer Landtag, Parlamentarischer Geschäftsführer und Innenpolitischer Sprecher der Fraktion BÜNDNIS 90/DIE GRÜNEN @saxgruen
Foto: david-brandt.de"
